timestamp,symbol,strategy,action,price,quantity,balance,pnl,trade_id,status
2025-07-18 12:00:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,681.9,14.664906877841327,0,0,1,open
2025-07-18 13:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,679.85,14.664906877841327,9969.936940900427,-0.0030063059099574053,1,sl_hit
2025-07-21 12:30:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,687.0,14.512280845561028,0,0,2,open
2025-07-22 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,682.2,14.512280845561028,9900.277992841733,-0.0069868995633187115,2,sl_hit
2025-07-22 10:15:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,678.15,14.59895007423392,0,0,3,open
2025-07-22 14:45:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,673.8,14.59895007423392,9963.783425664651,0.0064145100641451345,3,tp_hit
2025-07-23 09:45:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,689.95,14.44131230620284,0,0,4,open
2025-07-23 11:30:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,685.75,14.44131230620284,9903.129913978599,-0.00608739763751003,4,sl_hit
2025-07-23 14:00:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,687.4,14.406648114603723,0,0,5,open
2025-07-23 14:30:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,690.0,14.406648114603723,9865.67262888063,-0.003782368344486504,5,sl_hit
2025-07-24 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,700.7,14.079738302955086,0,0,6,open
2025-07-24 10:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,705.8,14.079738302955086,9937.479294225699,0.007278435849864291,6,tp_hit
2025-07-24 14:00:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,699.85,14.199441729264413,0,0,7,open
2025-07-25 09:30:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,694.0,14.199441729264413,10020.546028341896,0.008358934057298024,7,tp_hit
2025-07-28 10:15:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,694.85,14.421164320848954,0,0,8,open
2025-07-28 11:00:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,691.3,14.421164320848954,9969.35089500288,-0.005109016334460773,8,sl_hit
2025-07-28 13:15:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,687.5,14.5008740290951,0,0,9,open
2025-07-28 14:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,683.0,14.5008740290951,10034.604828133808,0.006545454545454545,9,tp_hit
2025-07-29 11:45:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,687.35,14.598974071628438,0,0,10,open
2025-07-29 13:00:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,691.25,14.598974071628438,10091.540827013157,0.005673965228777155,10,tp_hit
2025-07-30 09:45:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,668.1,15.104835843456305,0,0,11,open
2025-08-01 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,656.2,15.104835843456305,10271.288373550287,0.017811704834605563,11,tp_hit
2025-08-04 09:30:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,654.0,15.705333904511143,0,0,12,open
2025-08-07 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,643.35,15.705333904511143,10104.026567467245,-0.016284403669724737,12,sl_hit
2025-08-07 10:00:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,641.5,15.750625982022205,0,0,13,open
2025-08-07 11:45:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,636.75,15.750625982022205,10178.84204088185,0.0074045206547155105,13,tp_hit
2025-08-07 14:45:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,643.25,15.824084012253167,0,0,14,open
2025-08-07 15:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,649.75,15.824084012253167,10281.698586961495,0.010104935872522347,14,tp_hit
2025-08-08 12:30:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,640.15,16.061389653927197,0,0,15,open
2025-08-08 13:45:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,636.55,16.061389653927197,10339.519589715632,0.005623681949543112,15,tp_hit
2025-08-11 10:45:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,651.0,15.882518570991754,0,0,16,open
2025-08-12 10:00:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,659.3,15.882518570991754,10471.344493854864,0.012749615975422356,16,tp_hit
2025-08-12 14:00:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,655.85,15.96606616429803,0,0,17,open
2025-08-12 14:45:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,652.75,15.96606616429803,10520.839298964187,0.00472669055424262,17,tp_hit
2025-08-12 15:00:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,653.3,16.104147097756297,0,0,18,open
2025-08-13 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,661.7,16.104147097756297,10656.114134585343,0.012857798867289287,18,tp_hit
2025-08-13 14:15:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,663.3,16.065300971785533,0,0,19,open
2025-08-14 09:45:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,659.2,16.065300971785533,10721.981868569663,0.0061812151364388805,19,tp_hit
2025-08-14 13:45:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,662.1,16.193901024874886,0,0,20,open
2025-08-14 14:45:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,664.35,16.193901024874886,10758.418145875632,0.003398278205709107,20,tp_hit
2025-08-18 14:00:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,678.2,15.863193963249236,0,0,21,open
2025-08-19 09:45:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,683.0,15.863193963249236,10682.274814852037,-0.007077558242406302,21,sl_hit
2025-08-19 10:00:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,690.95,15.460271821191165,0,0,22,open
2025-08-19 10:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,696.75,15.460271821191165,10771.944391414945,0.008394239814747744,22,tp_hit
2025-08-19 15:15:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,700.2,15.384096531583754,0,0,23,open
2025-08-20 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,694.0,15.384096531583754,10867.325789910765,0.008854612967723573,23,tp_hit
2025-08-21 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,693.15,15.678173252414002,0,0,24,open
2025-08-21 10:00:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,691.25,15.678173252414002,10837.537260731178,-0.0027411094279737105,24,sl_hit
2025-08-21 13:45:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,690.35,15.69861267578935,0,0,25,open
2025-08-21 14:30:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,685.8,15.69861267578935,10908.965948406021,0.006590859708843439,25,tp_hit
2025-08-25 09:45:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,685.3,15.918526117621512,0,0,26,open
2025-08-26 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,680.85,15.918526117621512,10838.128507182608,-0.006493506493506394,26,sl_hit
2025-08-26 14:45:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,682.55,15.878878480964923,0,0,27,open
2025-08-26 15:00:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,681.1,15.878878480964923,10815.10413338521,-0.0021243864918320003,27,sl_hit
2025-08-28 09:30:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,676.15,15.995125539281535,0,0,28,open
2025-08-28 09:45:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,671.25,15.995125539281535,10893.48024852769,0.007246912667307517,28,tp_hit
2025-08-28 14:00:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,678.6,16.052873929454304,0,0,29,open
2025-08-28 15:00:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,674.95,16.052873929454304,10834.887258685183,-0.005378720895962242,29,sl_hit
2025-08-29 11:45:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,678.2,15.975947004843972,0,0,30,open
2025-08-29 13:00:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,673.6,15.975947004843972,10908.376614907465,0.006782659982306137,30,tp_hit
2025-08-29 13:15:00+05:30,TATAMOTORS,Moving Average Crossover,BUY,673.1,16.20617533042262,0,0,31,open
2025-08-29 14:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,670.65,16.20617533042262,10868.67148534793,-0.003639875204278778,31,sl_hit
2025-08-29 14:45:00+05:30,TATAMOTORS,Moving Average Crossover,SELL,670.2,16.217056826839645,0,0,32,open
2025-09-01 09:15:00+05:30,TATAMOTORS,Moving Average Crossover,EXIT,673.0,16.217056826839645,10823.263726232783,-0.004177857356013062,32,sl_hit
