timestamp,symbol,strategy,action,price,quantity,balance,pnl,trade_id,status
2025-09-08 09:30:04.545332,TATAMOTORS,Moving Average Crossover,BUY,705.05,14.1833912488476,0,0,1,open
2025-09-08 09:45:04.794393,TATAMOTORS,Moving Average Crossover,EXIT,712.2,14.1833912488476,10101.411247429261,0.010141124742926163,1,tp_hit
