Date,Open,High,Low,Close,Volume,Returns,Avg_Daily_Return,Volatility,Key_Point,fetch_timestamp
2025-09-04 09:15:00+05:30,705.9,706.35,698.8,700.35,2561380,,,,False,2025-09-11 09:14:18.765418
2025-09-04 09:30:00+05:30,700.6,703.5,700.25,700.5,696553,0.00021417862497319362,,,False,2025-09-11 09:14:18.765418
2025-09-04 09:45:00+05:30,700.5,701.9,699.5,700.4,442785,-0.00014275517487516431,,,False,2025-09-11 09:14:18.765418
2025-09-04 10:00:00+05:30,700.45,701.0,695.5,695.85,766502,-0.006496287835522474,,,False,2025-09-11 09:14:18.765418
2025-09-04 10:15:00+05:30,695.85,698.2,695.1,696.1,493029,0.000359272831788493,,,False,2025-09-11 09:14:18.765418
2025-09-04 10:30:00+05:30,696.25,697.35,695.15,695.5,239261,-0.0008619451228272235,,,False,2025-09-11 09:14:18.765418
2025-09-04 10:45:00+05:30,695.55,698.25,695.3,698.25,262581,0.003953989935298274,,,False,2025-09-11 09:14:18.765418
2025-09-04 11:00:00+05:30,698.2,699.35,696.6,697.4,238117,-0.0012173290368779899,,,False,2025-09-11 09:14:18.765418
2025-09-04 11:15:00+05:30,697.35,697.5,695.4,696.3,203843,-0.001577287066246047,,,False,2025-09-11 09:14:18.765418
2025-09-04 11:30:00+05:30,696.2,696.9,695.9,696.3,132117,0.0,,,False,2025-09-11 09:14:18.765418
2025-09-04 11:45:00+05:30,696.3,700.0,696.05,699.2,437386,0.004164871463449904,,,False,2025-09-11 09:14:18.765418
2025-09-04 12:00:00+05:30,699.2,699.9,696.5,697.85,274780,-0.001930778032036673,,,False,2025-09-11 09:14:18.765418
2025-09-04 12:15:00+05:30,697.85,697.95,692.75,693.9,516951,-0.005660242172386698,,,False,2025-09-11 09:14:18.765418
2025-09-04 12:30:00+05:30,693.75,695.0,692.4,694.25,544738,0.0005043954460297595,,,False,2025-09-11 09:14:18.765418
2025-09-04 12:45:00+05:30,694.25,695.5,694.05,695.0,224784,0.0010803024846957054,,,False,2025-09-11 09:14:18.765418
2025-09-04 13:00:00+05:30,695.0,695.25,692.65,693.55,242539,-0.002086330935251901,,,False,2025-09-11 09:14:18.765418
2025-09-04 13:15:00+05:30,693.45,693.55,692.65,693.15,171801,-0.0005767428447840395,,,False,2025-09-11 09:14:18.765418
2025-09-04 13:30:00+05:30,693.1,693.75,691.25,691.4,398126,-0.002524706052081105,,,False,2025-09-11 09:14:18.765418
2025-09-04 13:45:00+05:30,691.3,692.75,691.3,692.1,265694,0.0010124385305179118,,,False,2025-09-11 09:14:18.765418
2025-09-04 14:00:00+05:30,692.1,692.25,690.45,691.0,413371,-0.001589365698598466,,,False,2025-09-11 09:14:18.765418
2025-09-04 14:15:00+05:30,691.0,691.0,689.45,690.15,341887,-0.0012301013024602625,-0.0007302210978597401,0.0025416221427205297,False,2025-09-11 09:14:18.765418
2025-09-04 14:30:00+05:30,690.1,691.95,690.05,691.45,342936,0.0018836484822140065,-0.0006467476049976994,0.002600992584581538,True,2025-09-11 09:14:18.765418
