Date,Open,High,Low,Close,Volume,Returns,Avg_Daily_Return,Volatility,Key_Point,fetch_timestamp
2025-09-08 23:15:00+05:30,112250.98,112331.32,112075.2,112214.4,97.97453,,,,False,2025-09-15 23:04:15.730667
2025-09-08 23:30:00+05:30,112214.41,112304.0,112184.97,112281.99,75.84543,0.0006023291128411934,,,False,2025-09-15 23:04:15.730667
2025-09-08 23:45:00+05:30,112281.99,112439.35,112281.99,112385.2,70.60105,0.0009192035160758838,,,False,2025-09-15 23:04:15.730667
2025-09-09 00:00:00+05:30,112385.19,112395.06,112257.46,112326.16,73.7167,-0.0005253360762804693,,,False,2025-09-15 23:04:15.730667
2025-09-09 00:15:00+05:30,112326.17,112515.59,112326.16,112477.01,76.16125,0.001342964096698429,,,False,2025-09-15 23:04:15.730667
2025-09-09 00:30:00+05:30,112477.01,112477.01,112164.35,112228.59,91.07229,-0.0022086291234092448,,,False,2025-09-15 23:04:15.730667
2025-09-09 00:45:00+05:30,112228.6,112238.81,112150.0,112201.19,82.15658,-0.0002441445624505878,,,False,2025-09-15 23:04:15.730667
2025-09-09 01:00:00+05:30,112201.18,112239.32,112080.04,112114.95,133.07995,-0.0007686192989575513,,,False,2025-09-15 23:04:15.730667
2025-09-09 01:15:00+05:30,112114.96,112154.4,111978.67,112097.31,123.96914,-0.0001573385172984887,,,False,2025-09-15 23:04:15.730667
2025-09-09 01:30:00+05:30,112097.31,112153.07,112048.9,112071.15,58.49476,-0.00023336866870404815,,,False,2025-09-15 23:04:15.730667
2025-09-09 01:45:00+05:30,112071.14,112071.15,111969.76,112031.5,57.59688,-0.0003537931037559394,,,False,2025-09-15 23:04:15.730667
2025-09-09 02:00:00+05:30,112031.51,112032.0,111913.03,111913.03,84.03531,-0.0010574704435806215,,,False,2025-09-15 23:04:15.730667
2025-09-09 02:15:00+05:30,111913.04,112040.03,111896.0,111958.04,88.74931,0.0004021873056245795,,,False,2025-09-15 23:04:15.730667
2025-09-09 02:30:00+05:30,111958.04,112142.24,111930.73,112142.23,92.58323,0.001645169922588785,,,False,2025-09-15 23:04:15.730667
2025-09-09 02:45:00+05:30,112142.23,112154.25,112051.6,112103.32,68.38241,-0.00034697009324669015,,,False,2025-09-15 23:04:15.730667
2025-09-09 03:00:00+05:30,112103.31,112331.32,112103.31,112252.81,83.84628,0.0013335019872737774,,,False,2025-09-15 23:04:15.730667
2025-09-09 03:15:00+05:30,112252.8,112326.45,112250.1,112326.45,28.73178,0.0006560192123474806,,,False,2025-09-15 23:04:15.730667
2025-09-09 03:30:00+05:30,112326.45,112512.71,112326.45,112443.98,101.83704,0.0010463252421846203,,,False,2025-09-15 23:04:15.730667
2025-09-09 03:45:00+05:30,112443.97,112455.34,112315.84,112322.71,58.7488,-0.0010784925969357095,,,False,2025-09-15 23:04:15.730667
2025-09-09 04:00:00+05:30,112322.71,112396.94,112293.13,112382.0,67.68135,0.0005278540733213433,,,False,2025-09-15 23:04:15.730667
2025-09-09 04:15:00+05:30,112382.0,112382.01,112210.91,112236.71,45.95104,-0.0012928226940256415,1.0428464515555014e-05,0.00101414792723878,True,2025-09-15 23:04:15.730667
2025-09-09 04:30:00+05:30,112236.71,112305.03,112211.65,112211.66,40.19194,-0.00022318900830220478,-3.0847441541614894e-05,0.001005552508138062,True,2025-09-15 23:04:15.730667
2025-09-09 04:45:00+05:30,112211.65,112280.0,112131.02,112131.03,64.68334,-0.0007185527778486023,-0.0001127352562378392,0.000990688506184433,True,2025-09-15 23:04:15.730667
2025-09-09 05:00:00+05:30,112131.04,112133.27,112037.0,112037.0,67.45526,-0.0008385725164568036,-0.0001283970782466559,0.0009999869748541865,True,2025-09-15 23:04:15.730667
2025-09-09 05:15:00+05:30,112037.01,112118.58,111989.0,112065.23,118.11148,0.0002519703312298116,-0.0001829467665200868,0.0009436705306220079,False,2025-09-15 23:04:15.730667
