id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,BUY,349.4,2025-12-09 15:30:00+05:30,152.4853995739827,5.327839861114955,53278.398611149554,1.3116009831679931,361.2044088485119,348.088399016832,sl_hit,-0.03354678790627602,,,347.2,2025-12-09 15:45:00+05:30,
2,Moving Average Crossover,SELL,344.3,2025-12-09 17:45:00+05:30,153.7596380250989,5.477703701491515,52939.443372041555,1.2570961072839744,332.98613503444426,345.557096107284,tp_hit,0.19568909534808504,,,332.0,2025-12-10 16:30:00+05:30,
3,Moving Average Crossover,BUY,339.4,2025-12-10 19:45:00+05:30,90.24343107144635,2.650503210161208,30628.62050564889,2.5610231196766375,362.44920807708974,336.83897688032334,sl_hit,-0.026551888375215223,,,336.0,2025-12-10 20:45:00+05:30,
4,Moving Average Crossover,SELL,335.7,2025-12-11 09:00:00+05:30,99.57276336279457,2.9715291289431254,33426.57666089014,2.2594427679017732,315.36501508888404,337.95944276790175,sl_hit,-0.02035900207497534,,,338.0,2025-12-11 10:00:00+05:30,
5,Moving Average Crossover,BUY,337.4,2025-12-11 10:15:00+05:30,113.61162104754253,3.4784756972079403,38332.56094144085,1.939930184194301,354.8593716577487,335.4600698158057,sl_hit,-0.021650263675567744,,,335.3,2025-12-11 11:30:00+05:30,
6,Moving Average Crossover,BUY,324.1,2025-12-12 17:15:00+05:30,143.4266052856794,4.311573130579417,46484.56277308869,1.5033955829316779,337.63056024638513,322.59660441706836,sl_hit,-0.027936758945439285,,,322.0,2025-12-12 19:00:00+05:30,
7,Moving Average Crossover,SELL,317.6,2025-12-12 20:00:00+05:30,90.99197114528317,2.757503376386462,28899.050035741937,2.303532990891168,296.8682030819795,319.90353299089116,tp_hit,0.1805921606701462,,,296.8,2025-12-18 23:15:00+05:30,
8,Moving Average Crossover,BUY,294.3,2025-12-19 13:15:00+05:30,181.5212550897964,4.3176788736741,53421.705372927085,1.3632324617489089,306.5690921557402,292.9367675382511,sl_hit,-0.04254593521459407,,,291.4,2025-12-19 15:15:00+05:30,
9,Moving Average Crossover,SELL,292.9,2025-12-19 16:00:00+05:30,172.96985958353648,4.27665727684664,50662.87187201783,1.3697613862384013,280.57214752385437,294.2697613862384,sl_hit,-0.023361733161333977,,,294.5,2025-12-22 09:00:00+05:30,
10,Moving Average Crossover,SELL,296.0,2025-12-22 14:45:00+05:30,264.14289489778184,6.757896731472849,78186.29688974343,0.876012202499248,288.11589017750674,296.8760122024992,sl_hit,-0.025113805421014483,,,297.1,2025-12-22 15:45:00+05:30,
11,Moving Average Crossover,BUY,297.0,2025-12-22 17:30:00+05:30,275.7911684419888,7.262126178459216,81909.97702727068,0.817942273933372,304.36148046540035,296.1820577260666,sl_hit,-0.03423224461226511,,,295.6,2025-12-22 17:45:00+05:30,
12,Moving Average Crossover,SELL,291.9,2025-12-22 18:45:00+05:30,156.91753960383235,4.204940646172225,45804.22981035866,1.3883668025883686,279.40469877670466,293.28836680258837,tp_hit,0.18727039534168868,,,278.9,2025-12-22 20:00:00+05:30,
13,Moving Average Crossover,BUY,281.0,2025-12-23 09:45:00+05:30,155.5785036827871,3.380341337912192,43717.559534863176,1.66255399623965,295.96298596615685,279.33744600376036,sl_hit,-0.02646530584842272,,,278.8,2025-12-23 15:00:00+05:30,
14,Moving Average Crossover,BUY,287.8,2025-12-23 18:15:00+05:30,138.10606390886977,3.156870381476972,39746.925192972725,1.8233247819655494,304.20992303769,285.9766752180345,sl_hit,-0.02193794566696992,,,285.8,2025-12-23 20:15:00+05:30,
15,Moving Average Crossover,SELL,297.5,2025-12-24 13:15:00+05:30,145.79568059391605,3.5222358304243087,43374.214976690026,1.689267921416616,282.29658870725046,299.1892679214166,sl_hit,-0.04262201341017678,,,301.1,2025-12-24 17:45:00+05:30,
16,Moving Average Crossover,SELL,294.1,2025-12-24 19:00:00+05:30,81.73123858960665,2.0388556107369062,24037.15726920332,2.8849517194962435,268.1354345245338,296.9849517194963,sl_hit,-0.020797575084021483,,,297.1,2025-12-24 21:45:00+05:30,
17,Moving Average Crossover,BUY,299.9,2025-12-26 10:15:00+05:30,109.64456656138196,2.8483572976792964,32882.40551175845,2.1057751444619957,318.85197630015796,297.794224855538,sl_hit,-0.023744225555846085,,,297.4,2025-12-31 12:15:00+05:30,
18,Moving Average Crossover,BUY,280.9,2026-01-01 13:45:00+05:30,162.9421867738712,4.061182904861113,45770.46026478042,1.383340797893004,293.350067181037,279.51665920210695,sl_hit,-0.020240854634408924,,,279.5,2026-01-02 10:45:00+05:30,
19,Moving Average Crossover,BUY,282.3,2026-01-02 14:00:00+05:30,207.3478000726569,5.301005487286477,58534.28396051104,1.065080957478903,291.8857286173101,281.2349190425211,sl_hit,-0.022533498351908297,,,281.1,2026-01-02 16:00:00+05:30,
20,Moving Average Crossover,SELL,279.6,2026-01-02 20:15:00+05:30,124.71437291583155,3.2307230880781614,34870.1386672665,1.730881863764584,264.02206322611875,281.3308818637646,sl_hit,-0.021954126850316284,,,281.5,2026-01-02 21:15:00+05:30,
21,Moving Average Crossover,BUY,281.5,2026-01-02 23:15:00+05:30,130.02919108247747,3.4674171745513833,36603.21728971741,1.6236869452342182,296.113182507108,279.8763130547658,sl_hit,-0.1699835062479898,,,267.7,2026-01-05 09:00:00+05:30,
22,Moving Average Crossover,BUY,270.8,2026-01-05 13:45:00+05:30,170.88883824645603,5.2815630753672265,46276.6973971403,1.025454003429359,280.0290860308642,269.7745459965707,sl_hit,-0.044858179739086707,,,268.5,2026-01-05 17:15:00+05:30,
23,Moving Average Crossover,BUY,261.2,2026-01-06 09:00:00+05:30,79.82624230447402,2.491443892343629,20850.614489928612,2.0967760968062317,280.0709848712561,259.10322390319374,sl_hit,-0.022892286912804958,,,258.8,2026-01-06 12:15:00+05:30,
24,Moving Average Crossover,BUY,260.9,2026-01-06 15:15:00+05:30,211.53075260707027,6.7489685566618185,55188.37335518463,0.7731551801125789,267.8583966210132,260.1268448198874,sl_hit,-0.031041633836696458,,,259.7,2026-01-06 16:30:00+05:30,
25,Moving Average Crossover,SELL,258.1,2026-01-06 18:00:00+05:30,122.14213833471284,3.9786727338908237,31524.88590418939,1.2974175925628288,246.42324166693456,259.3974175925629,sl_hit,-0.02928895077253961,,,260.0,2026-01-06 21:45:00+05:30,
26,Moving Average Crossover,BUY,259.0,2026-01-06 22:00:00+05:30,89.90122788117574,3.0273323981437046,23284.418021224516,1.7110773838962199,274.39969645506596,257.2889226161038,open,0.0,,,,,
