id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,gtt_id,lot_size,margin_used,effective_leverage,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,BUY,256.1,2026-01-13 11:30:00+05:30,1,3.761049001124405,37610.49001124405,1.3618540993400312,265.63297869538025,254.73814590066,sl_hit,-0.05500000000000043,,,,250,10000.0,3.761049001124405,253.9,2026-01-14 18:15:00+05:30,
2,Moving Average Crossover,SELL,250.4,2026-01-14 19:00:00+05:30,1,2.8580251261424015,27008.337442045682,1.752258912698753,238.13418761110873,252.15225891269876,tp_hit,0.3280423280423283,,,,250,9449.999999999996,2.8580251261424015,238.0,2026-01-15 21:00:00+05:30,
3,Moving Average Crossover,BUY,262.8,2026-01-19 09:15:00+05:30,1,1.0,12549.999999999998,7.92173947723222,318.25217634062557,254.8782605227678,tp_hit,1.1374501992031867,,,,250,12549.999999999998,1.0,319.9,2026-01-21 16:15:00+05:30,
4,Moving Average Crossover,SELL,331.7,2026-01-28 15:15:00+05:30,1,2.8789997949774486,77229.16950027003,2.3042724808710746,315.57009263390245,334.00427248087107,sl_hit,-0.026095060577819316,,,,250,26824.99999999999,2.8789997949774486,334.5,2026-01-28 16:30:00+05:30,
5,Moving Average Crossover,BUY,340.0,2026-01-28 17:30:00+05:30,1,2.4923545268294656,65112.76201341975,2.728343791703786,359.0984065419265,337.27165620829624,tp_hit,0.18564593301435395,,,,250,26124.999999999985,2.4923545268294656,359.4,2026-01-30 18:45:00+05:30,
6,Moving Average Crossover,SELL,344.2,2026-02-02 10:00:00+05:30,1,1.0,30974.999999999978,7.121970881320712,294.34620383075503,351.3219708813207,tp_hit,0.4124293785310734,,,,250,30974.999999999978,1.0,293.1,2026-02-02 23:30:00+05:30,
7,Moving Average Crossover,BUY,316.0,2026-02-04 23:00:00+05:30,1,1.8029845615976254,78880.57456989607,3.5052990106581086,340.5370930746068,312.4947009893419,sl_hit,-0.02342857142857157,,,,250,43749.99999999998,1.8029845615976254,311.9,2026-02-05 09:15:00+05:30,
8,Moving Average Crossover,SELL,305.0,2026-02-05 21:45:00+05:30,1,1.3006316381893595,55569.486741640336,4.690028922018195,272.16979754587265,309.6900289220182,sl_hit,-0.05500292568753649,,,,250,42724.99999999996,1.3006316381893595,314.4,2026-02-05 22:00:00+05:30,
