id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,SELL,399.3,2025-11-04 09:30:00+05:30,95.45951037297354,3.8116982491928333,38116.982491928335,2.095129120383839,386.72922527769697,401.39512912038384,sl_hit,-0.02291028248951343,,,401.7,2025-11-04 21:30:00+05:30,
2,Moving Average Crossover,SELL,401.4,2025-11-06 12:45:00+05:30,142.80109436816733,5.866437672215825,57320.35927938236,1.3684625063045672,393.1892249621726,402.76846250630456,sl_hit,-0.02338390701431354,,,403.0,2025-11-06 18:00:00+05:30,
3,Moving Average Crossover,SELL,400.5,2025-11-06 19:00:00+05:30,119.33169930637249,5.0084117540534185,47792.34557220218,1.5993094005334785,390.90414359679914,402.09930940053346,sl_hit,-0.022509715748554832,,,402.3,2025-11-06 20:30:00+05:30,
4,Moving Average Crossover,SELL,407.1,2025-11-07 21:15:00+05:30,84.17143856736398,3.673627210994443,34266.19264077388,2.2163381128146584,393.80197132311207,409.31633811281466,sl_hit,-0.060460089200841866,,,413.8,2025-11-10 09:00:00+05:30,
5,Moving Average Crossover,BUY,416.6,2025-11-10 11:30:00+05:30,109.0920127377192,5.185924837708775,45447.73250653382,1.606656529114142,426.2399391746849,414.99334347088586,sl_hit,-0.023651601516195032,,,414.7,2025-11-10 17:15:00+05:30,
6,Moving Average Crossover,SELL,403.2,2025-11-10 21:15:00+05:30,78.13074945648002,3.681727940196675,31502.318180852744,2.190275906038084,390.05834456377147,405.3902759060381,sl_hit,-0.043830094526151,,,408.0,2025-11-11 09:00:00+05:30,
7,Moving Average Crossover,BUY,415.5,2025-11-11 20:45:00+05:30,74.29575193988566,3.773193865866363,30869.88493102249,2.202378222644529,428.7142693358672,413.29762177735546,tp_hit,0.1253190742453811,,,429.3,2025-11-13 21:15:00+05:30,
8,Moving Average Crossover,SELL,423.0,2025-11-14 17:00:00+05:30,138.773437377876,6.3759535133247836,58701.16401084155,1.3268603640725851,415.0388378155645,424.32686036407256,tp_hit,0.1251073620817867,,,414.7,2025-11-14 20:00:00+05:30,
9,Moving Average Crossover,BUY,417.5,2025-11-17 16:30:00+05:30,173.36802881389642,6.987630849058919,72381.15202980176,1.194968678278785,424.66981206967273,416.30503132172123,sl_hit,-0.028452628606946303,,,415.8,2025-11-17 17:30:00+05:30,
10,Moving Average Crossover,SELL,414.9,2025-11-17 22:00:00+05:30,94.34606564019097,3.889624797885951,39144.182634115234,2.1333677234138477,402.0997936595169,417.03336772341385,tp_hit,0.13499782378779854,,,400.5,2025-11-18 18:00:00+05:30,
11,Moving Average Crossover,BUY,407.9,2025-11-19 14:00:00+05:30,209.8409670859324,7.493581531395117,85594.13047435181,1.0886650082902594,414.43199004974156,406.8113349917097,tp_hit,0.14696899301583952,,,415.9,2025-11-19 18:15:00+05:30,
12,Moving Average Crossover,SELL,421.3,2025-11-20 18:30:00+05:30,155.62103752303418,5.004417574610659,65563.1431084543,1.6837124149568075,411.19772551025915,422.9837124149568,sl_hit,-0.03325983671708973,,,424.1,2025-11-20 21:30:00+05:30,
13,Moving Average Crossover,BUY,421.0,2025-11-21 17:45:00+05:30,224.66103972715007,7.467820552825406,94582.29772513018,1.127504328798359,427.76502597279017,419.87249567120165,tp_hit,0.13303718324510816,,,428.5,2025-11-21 21:30:00+05:30,
14,Moving Average Crossover,SELL,412.2,2025-11-24 10:45:00+05:30,138.03537614666845,3.964954804603201,56898.18204765673,2.0792166383407316,399.7247001699556,414.2792166383407,sl_hit,-0.04617123498810143,,,417.0,2025-11-24 11:15:00+05:30,
15,Moving Average Crossover,BUY,405.2,2025-11-26 15:15:00+05:30,209.71267018587199,6.208169158759062,84975.57395931533,1.305376801559301,413.0322608093558,403.8946231984407,tp_hit,0.12869847219540062,,,413.6,2025-11-26 21:30:00+05:30,
16,Moving Average Crossover,SELL,408.8,2025-11-27 18:45:00+05:30,190.91013457013375,5.051628084157402,78044.06301227068,1.6184881119101102,399.0890713285394,410.4184881119101,sl_hit,-0.02224298080108459,,,410.6,2025-11-27 20:00:00+05:30,
17,Moving Average Crossover,BUY,414.8,2025-11-28 11:15:00+05:30,231.98040054055525,6.370163765448395,96225.47014422232,1.3023213068708361,422.613927841225,413.49767869312916,sl_hit,-0.02303578989434087,,,413.3,2025-11-28 13:15:00+05:30,
