id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,BUY,162580.0,2025-11-26 09:00:00+05:30,0.2942092272491278,4.78325361661632,47832.5361661632,679.7883325074839,166658.7299950449,161900.21166749252,tp_hit,0.1277750673942962,,,166923.0,2025-11-27 12:15:00+05:30,
2,Moving Average Crossover,SELL,166220.0,2025-11-27 20:30:00+05:30,0.4577719261190722,6.7469880971317,76090.84955951218,492.7235608157185,163263.65863510568,166712.7235608157,sl_hit,-0.022365482141255968,,,166771.0,2025-11-27 23:00:00+05:30,
3,Moving Average Crossover,SELL,179757.0,2025-12-02 12:15:00+05:30,0.2865832668582119,4.672374277529293,51515.348300631595,769.4460645607945,175140.32361263523,180526.4460645608,sl_hit,-0.021651939969970026,,,180590.0,2025-12-02 17:30:00+05:30,
4,Moving Average Crossover,SELL,179667.0,2025-12-02 21:15:00+05:30,0.1862740195724726,3.102617217039315,33467.294274527434,1158.1641397029825,172718.0151617821,180825.16413970297,sl_hit,-0.020031702938022037,,,180827.0,2025-12-02 22:00:00+05:30,
5,Moving Average Crossover,SELL,183247.0,2025-12-03 22:45:00+05:30,0.260993830070588,4.524417606138903,47826.33637894504,810.0357480324691,178386.78551180518,184057.03574803247,sl_hit,-0.028171596198598006,,,184388.0,2025-12-05 20:45:00+05:30,
6,Moving Average Crossover,SELL,182454.0,2025-12-08 09:45:00+05:30,0.2532525845620471,4.497935845477628,46206.947063683736,811.2788010680285,177586.32719359183,183265.27880106802,sl_hit,-0.025293400952897973,,,183480.0,2025-12-08 11:00:00+05:30,
7,Moving Average Crossover,SELL,182780.0,2025-12-08 18:45:00+05:30,0.49725495537962194,9.076948427406977,90888.2607442873,402.7344684434105,180363.59318933953,183182.7344684434,sl_hit,-0.02582346636531146,,,183300.0,2025-12-09 09:00:00+05:30,
8,Moving Average Crossover,BUY,183158.0,2025-12-09 09:45:00+05:30,0.4071029484425497,7.644068172960959,74564.16183084052,479.2160296211828,186033.29617772708,182678.7839703788,sl_hit,-0.020283127857145342,,,182672.0,2025-12-09 10:30:00+05:30,
9,Moving Average Crossover,BUY,184032.0,2025-12-09 14:30:00+05:30,0.3130779918142547,6.0289226132728215,57616.36898956092,610.4971378960779,187694.98282737646,183421.50286210392,tp_hit,0.1384773076764053,,,188259.0,2025-12-09 21:15:00+05:30,
10,Moving Average Crossover,SELL,189198.0,2025-12-10 20:00:00+05:30,0.28663806995092345,4.984479996462256,54231.34955857481,759.1483971619252,184643.10961702844,189957.14839716192,sl_hit,-0.02060203256500325,,,189980.0,2025-12-10 21:45:00+05:30,
11,Moving Average Crossover,BUY,193342.0,2025-12-11 09:15:00+05:30,0.20507031598495568,3.7208250844441464,39648.7050331633,1039.2426174953255,199577.45570497194,192302.75738250467,tp_hit,0.12064555272201774,,,199611.0,2025-12-12 14:15:00+05:30,
12,Moving Average Crossover,SELL,196623.0,2025-12-12 21:00:00+05:30,0.1652649308050983,2.721178301382705,32494.88648969084,1445.1313234424256,187952.21205934545,198068.13132344242,sl_hit,-0.024772835118348525,,,198413.0,2025-12-15 12:15:00+05:30,
13,Moving Average Crossover,BUY,198302.0,2025-12-15 12:30:00+05:30,0.34830979952419394,5.931014320433596,69070.5298652467,668.6950639009848,202314.1703834059,197633.304936099,sl_hit,-0.03170353894393205,,,197242.0,2025-12-15 22:00:00+05:30,
14,Moving Average Crossover,SELL,197780.0,2025-12-15 22:15:00+05:30,0.22815771467613177,4.001707774981544,45125.032808645345,988.4779755109038,191849.13214693457,198768.4779755109,sl_hit,-0.02802288031322398,,,199165.0,2025-12-16 19:15:00+05:30,
15,Moving Average Crossover,SELL,205597.0,2025-12-18 18:30:00+05:30,0.4092370290199901,7.676504256027046,84137.90545542291,535.6526698687878,202383.08398078728,206132.65266986878,sl_hit,-0.053840859240120234,,,207039.0,2025-12-18 19:00:00+05:30,
16,Moving Average Crossover,BUY,206922.0,2025-12-18 19:30:00+05:30,0.30979268535584176,6.181379903793188,64102.92203920148,669.5009956369867,210939.0059738219,206252.49900436302,sl_hit,-0.10837922642813082,,,203294.0,2025-12-18 20:00:00+05:30,
17,Moving Average Crossover,BUY,205944.0,2025-12-19 11:45:00+05:30,0.24631011592684735,5.486038146962623,50726.09051443865,750.7931752681015,210448.75905160862,205193.2068247319,sl_hit,-0.020458363908962118,,,205176.0,2025-12-19 17:30:00+05:30,
18,Moving Average Crossover,SELL,205112.0,2025-12-19 18:00:00+05:30,0.38147483817896033,8.638960671910317,78245.06700856291,474.8534176499359,202262.87949410037,205586.85341764992,sl_hit,-0.058333790956140004,,,206497.0,2025-12-19 20:00:00+05:30,
19,Moving Average Crossover,SELL,213881.0,2025-12-22 22:15:00+05:30,0.23919303984916795,5.998301450989207,51158.84655597989,713.1385501298136,209602.16869922113,214594.1385501298,sl_hit,-0.06671915294908534,,,216260.0,2025-12-23 09:00:00+05:30,
20,Moving Average Crossover,SELL,216382.0,2025-12-23 21:00:00+05:30,0.14028461474282905,3.8135229549642875,30355.065507282834,1134.8141996540119,209573.11480207593,217516.814199654,sl_hit,-0.025907324748812296,,,217852.0,2025-12-23 21:30:00+05:30,
