Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Avg_Daily_Return,Volatility,Key_Point
2025-07-11 00:00:00+00:00,115984.171875,116021.03125,115926.5390625,115926.5390625,1008336896,0.0,0.0,,,,False
2025-07-11 00:15:00+00:00,115888.6328125,115888.6328125,115247.2265625,115352.3125,3739574272,0.0,0.0,-0.004953365874145632,,,False
2025-07-11 00:30:00+00:00,115499.34375,115649.8671875,115362.46875,115554.1640625,1371103232,0.0,0.0,0.0017498700990499216,,,False
2025-07-11 00:45:00+00:00,115501.515625,115724.8125,115474.8984375,115724.8125,979009536,0.0,0.0,0.001476783107597024,,,False
2025-07-11 01:00:00+00:00,115597.171875,115613.734375,115534.0390625,115547.96875,1204355072,0.0,0.0,-0.001528140302668457,,,False
2025-07-11 01:15:00+00:00,115591.0234375,115939.1328125,115591.0234375,115939.1328125,200318976,0.0,0.0,0.0033852958795521637,,,False
2025-07-11 01:30:00+00:00,115928.1328125,115957.4140625,115895.3515625,115957.4140625,1197719552,0.0,0.0,0.0001576797200093516,,,False
2025-07-11 01:45:00+00:00,116000.9296875,116036.015625,115913.4765625,115946.5390625,168566784,0.0,0.0,-9.37844301541757e-05,,,False
2025-07-11 02:00:00+00:00,115963.5625,115970.6328125,115722.59375,115937.421875,1084243968,0.0,0.0,-7.863268342223062e-05,,,False
2025-07-11 02:15:00+00:00,115961.7734375,116281.734375,115961.7734375,116281.734375,1104920576,0.0,0.0,0.0029698133219766554,,,False
2025-07-11 02:30:00+00:00,116300.6484375,116548.4609375,116256.25,116548.4609375,113827840,0.0,0.0,0.002293795873733906,,,False
2025-07-11 02:45:00+00:00,116518.7578125,116762.0625,116491.6171875,116686.59375,1473167360,0.0,0.0,0.0011851963671496435,,,False
2025-07-11 03:00:00+00:00,116681.1015625,116681.1015625,116491.796875,116522.0078125,1618329600,0.0,0.0,-0.0014104956894416265,,,False
2025-07-11 03:15:00+00:00,116504.390625,116570.296875,116443.0390625,116497.8515625,294469632,0.0,0.0,-0.00020731062271828193,,,False
2025-07-11 03:30:00+00:00,116543.7890625,116548.1796875,116447.0078125,116505.1015625,1819549696,0.0,0.0,6.223290732632059e-05,,,False
2025-07-11 03:45:00+00:00,116558.953125,116874.21875,116558.953125,116842.984375,449478656,0.0,0.0,0.002900154653903586,,,False
2025-07-11 04:00:00+00:00,116889.7109375,116889.7109375,116615.1640625,116627.3046875,238002176,0.0,0.0,-0.0018458933469877037,,,False
2025-07-11 04:15:00+00:00,116622.4609375,116649.9140625,116538.546875,116618.0859375,2161483776,0.0,0.0,-7.904452584839294e-05,,,False
2025-07-11 04:30:00+00:00,116584.234375,116628.2109375,116541.703125,116628.2109375,1070866432,0.0,0.0,8.682186745390119e-05,,,False
2025-07-11 04:45:00+00:00,116652.359375,116914.5234375,116644.0625,116887.4375,1314365440,0.0,0.0,0.0022226746034792466,,,False
2025-07-11 05:00:00+00:00,116897.8359375,117288.4609375,116897.8359375,117220.7109375,850018304,0.0,0.0,0.002851234013064863,0.0005572442469455041,0.002049746834457366,True
2025-07-11 05:15:00+00:00,117235.2734375,117454.9609375,117170.265625,117454.9609375,2894364672,0.0,0.0,0.0019983669961265438,0.0009048308904591129,0.0016078992669178755,True
2025-07-11 05:30:00+00:00,117478.859375,117904.3046875,117478.859375,117904.3046875,820084736,0.0,0.0,0.003825668549148009,0.0010086208129640173,0.0017278403831408452,True
2025-07-11 05:45:00+00:00,117952.953125,118353.171875,117886.609375,117886.609375,2426880000,0.0,0.0,-0.00015008198849819632,0.0009272775581592562,0.0017428696413581443,False
2025-07-11 06:00:00+00:00,117887.4921875,118375.0625,117884.703125,118039.4296875,1331683328,0.0,0.0,0.0012963330891455627,0.0010685012277499573,0.0016451290105420789,False
2025-07-11 06:15:00+00:00,118069.171875,118331.8125,117997.0234375,118196.203125,2143879168,0.0,0.0,0.0013281446539943342,0.0009656436664720658,0.0015544642579755816,False
2025-07-11 06:30:00+00:00,118198.5234375,118198.5234375,117978.1328125,117978.1328125,442155008,0.0,0.0,-0.0018449857671770653,0.0008655103921127449,0.0016694960172235526,True
2025-07-11 06:45:00+00:00,117969.6328125,118005.40625,117678.5625,117683.5234375,632684544,0.0,0.0,-0.0024971523788074323,0.0007453419946800821,0.0018217338120745034,True
2025-07-11 07:00:00+00:00,117660.5625,117660.5625,117494.078125,117547.5234375,708321280,0.0,0.0,-0.0011556418097239396,0.0006914915383649967,0.00186282715643949,False
2025-07-11 07:15:00+00:00,117511.6171875,117907.375,117511.6171875,117907.375,979722240,0.0,0.0,0.003061328320467238,0.0006960672882895258,0.00186882080404474,True
2025-07-11 07:30:00+00:00,117888.3828125,118098.90625,117850.328125,117952.296875,946159616,0.0,0.0,0.00038099291922999434,0.0006004271405643302,0.0018313200189327393,False
2025-07-11 07:45:00+00:00,118005.546875,118028.078125,117629.5859375,117629.5859375,4865548288,0.0,0.0,-0.0027359444966298385,0.00040437009737535613,0.001970059852050517,True
2025-07-11 08:00:00+00:00,117585.9921875,117818.640625,117585.9921875,117818.640625,2975105024,0.0,0.0,0.0016072035448670974,0.0005552550590907923,0.0019390627909457144,True
2025-07-11 08:15:00+00:00,117827.0078125,118014.6484375,117815.96875,118008.296875,1598275584,0.0,0.0,0.0016097304212128183,0.0006461071112873473,0.0019440145061167735,True
2025-07-11 08:30:00+00:00,118005.1015625,118133.109375,117892.390625,117938.875,1433239552,0.0,0.0,-0.0005882796111661426,0.0006135814853627242,0.0019596763799364933,False
2025-07-11 08:45:00+00:00,118034.671875,118070.1484375,117978.5859375,117986.453125,109117440,0.0,0.0,0.0004034134207231421,0.000488744423703702,0.0018844288076171319,False
