Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Avg_Daily_Return,Volatility,Key_Point
2025-06-15 05:30:00+05:30,105473.734375,105495.625,105412.4453125,105495.625,24154112,0.0,0.0,,,,False
2025-06-15 05:45:00+05:30,105499.0078125,105543.9609375,105424.7265625,105424.7265625,0,0.0,0.0,-0.0006720509736778402,,,False
2025-06-15 06:00:00+05:30,105450.078125,105501.1171875,105382.4453125,105501.1171875,1502035968,0.0,0.0,0.0007245987491815153,,,False
2025-06-15 06:15:00+05:30,105512.6953125,105707.3828125,105512.6953125,105707.3828125,668274688,0.0,0.0,0.001955103704100347,,,False
2025-06-15 06:30:00+05:30,105698.859375,105710.328125,105588.078125,105617.3671875,0,0.0,0.0,-0.0008515547599893258,,,False
2025-06-15 06:45:00+05:30,105614.25,105614.25,105489.234375,105501.5234375,745885696,0.0,0.0,-0.0010968248223263144,,,False
2025-06-15 07:00:00+05:30,105493.1015625,105501.59375,105463.3515625,105501.59375,0,0.0,0.0,6.664595704197751e-07,,,False
2025-06-15 07:15:00+05:30,105506.7578125,105538.2421875,105473.40625,105475.3046875,0,0.0,0.0,-0.00024918166224385807,,,False
2025-06-15 07:30:00+05:30,105469.25,105658.6171875,105469.25,105658.6171875,12562432,0.0,0.0,0.0017379660627017124,,,False
2025-06-15 07:45:00+05:30,105654.3828125,105654.3828125,105611.0,105616.375,1043423232,0.0,0.0,-0.00039979879184903755,,,False
2025-06-15 08:00:00+05:30,105647.578125,105655.8125,105585.765625,105600.765625,961048576,0.0,0.0,-0.00014779313340373967,,,False
2025-06-15 08:15:00+05:30,105601.046875,105608.0625,105538.1953125,105538.1953125,28102656,0.0,0.0,-0.0005925176027813395,,,False
2025-06-15 08:30:00+05:30,105536.8828125,105558.8984375,105528.0703125,105549.484375,14770176,0.0,0.0,0.00010696660546982706,,,False
2025-06-15 08:45:00+05:30,105553.3671875,105582.0234375,105553.3671875,105582.0234375,18726912,0.0,0.0,0.00030828253394776794,,,False
2025-06-15 09:00:00+05:30,105582.015625,105610.0546875,105554.09375,105604.3203125,13389824,0.0,0.0,0.00021118059944358336,,,False
2025-06-15 09:15:00+05:30,105587.7421875,105588.8046875,105531.8359375,105531.8359375,0,0.0,0.0,-0.0006863769851982449,,,False
2025-06-15 09:30:00+05:30,105526.4140625,105559.109375,105526.4140625,105559.109375,11771904,0.0,0.0,0.0002584380083765492,,,False
2025-06-15 09:45:00+05:30,105554.578125,105568.7421875,105540.8359375,105563.1015625,19083264,0.0,0.0,3.781945038783263e-05,,,False
2025-06-15 10:00:00+05:30,105563.3046875,105568.8671875,105535.390625,105543.40625,48791552,0.0,0.0,-0.00018657383317166598,,,False
2025-06-15 10:15:00+05:30,105550.6640625,105618.2890625,105550.6640625,105606.6875,872650752,0.0,0.0,0.0005995755893086763,,,False
2025-06-15 10:30:00+05:30,105611.65625,105611.65625,105579.6484375,105583.828125,951973888,0.0,0.0,-0.0002164576462072576,4.207337758198037e-05,0.0007759149384093618,True
2025-06-15 10:45:00+05:30,105589.6015625,105596.1953125,105555.609375,105596.1953125,37564416,0.0,0.0,0.00011713145582636919,8.153249905719084e-05,0.000757536016930265,False
2025-06-15 11:00:00+05:30,105686.203125,105869.71875,105686.203125,105850.2578125,148531200,0.0,0.0,0.0024059815720456346,0.0001656016402003968,0.0009105097589870249,True
2025-06-15 11:15:00+05:30,105862.1796875,106047.515625,105862.1796875,106047.515625,1013676032,0.0,0.0,0.0018635553335109023,0.00016102422167092457,0.0009012226331553655,True
2025-06-15 11:30:00+05:30,106114.59375,106114.59375,105855.5625,105855.5625,1021437952,0.0,0.0,-0.001810067155922579,0.0001130986018742619,0.0009799513999706362,True
2025-06-15 11:45:00+05:30,105858.8359375,105925.3125,105615.578125,105615.578125,16699863040,0.0,0.0,-0.0022670927189112344,5.4585207045015904e-05,0.0010852773078417447,True
2025-06-15 12:00:00+05:30,105603.9921875,105603.9921875,105499.875,105565.0,1194098688,0.0,0.0,-0.0004788888713002093,3.060744050148445e-05,0.0010918091832168681,True
2025-06-15 12:15:00+05:30,105557.0390625,105557.0390625,105506.9296875,105514.8984375,129466368,0.0,0.0,-0.0004746039170179239,1.933632776278116e-05,0.0010960050511956499,True
2025-06-15 12:30:00+05:30,105509.171875,105509.171875,105382.546875,105470.328125,0,0.0,0.0,-0.00042240776572799454,-8.868236365870419e-05,0.0010216447857581813,True
2025-06-15 12:45:00+05:30,105457.75,105464.6171875,105350.96875,105352.7734375,1160773632,0.0,0.0,-0.0011145759152344503,-0.00012442121982797483,0.001045328508614945,True
2025-06-15 13:00:00+05:30,105335.765625,105444.609375,105285.7734375,105425.1171875,170246144,0.0,0.0,0.0006866810207224461,-8.269751212166553e-05,0.001060884570588105,True
2025-06-15 13:15:00+05:30,105411.3125,105490.71875,105409.1328125,105487.65625,84279296,0.0,0.0,0.0005932083754649486,-2.3411213209351134e-05,0.0010640211787906503,True
2025-06-15 13:30:00+05:30,105473.9921875,105512.1328125,105330.578125,105352.203125,858570752,0.0,0.0,-0.0012840661155555377,-9.296284926061937e-05,0.00109990870709785,True
2025-06-15 13:45:00+05:30,105331.9609375,105361.7421875,105308.8359375,105310.9765625,994344960,0.0,0.0,-0.00039132131343366794,-0.00012794304162969117,0.0010975986169211626,True
2025-06-15 14:00:00+05:30,105307.8125,105310.015625,105254.5,105296.3828125,1036124160,0.0,0.0,-0.00013857767230307516,-0.0001454309552170241,0.0010946935034274671,False
2025-06-15 14:15:00+05:30,105278.8125,105278.8125,105192.6640625,105193.8515625,31391744,0.0,0.0,-0.0009737395270507099,-0.00015979908230964734,0.0011040134220145546,True
2025-06-15 14:30:00+05:30,105216.734375,105216.734375,105000.796875,105021.953125,0,0.0,0.0,-0.001634111071575961,-0.0002544265363072729,0.001146565892256771,True
2025-06-15 14:45:00+05:30,104996.7265625,105048.46875,104956.59375,104988.2890625,1105661952,0.0,0.0,-0.000320543100735593,-0.00027234466386344414,0.0011445568220217668,False
2025-06-15 15:00:00+05:30,104974.875,105062.5390625,104922.46875,105018.984375,40488960,0.0,0.0,0.0002923689182297018,-0.00024839752629337577,0.0011514355238100252,False
2025-06-15 15:15:00+05:30,105002.0078125,105027.75,104937.40625,104975.1953125,79691776,0.0,0.0,-0.00041696330202201093,-0.0002992244708599101,0.0011343433063004812,False
2025-06-15 15:30:00+05:30,104964.6328125,105169.3828125,104964.6328125,105169.3828125,913367040,0.0,0.0,0.0018498417594929872,-0.00019590950057489785,0.0012321593294082015,True
2025-06-15 15:45:00+05:30,105178.21875,105185.609375,105058.6484375,105080.6875,987279360,0.0,0.0,-0.0008433567843421086,-0.00024393391258332176,0.0012380201110049939,True
2025-06-15 16:00:00+05:30,105070.1640625,105144.625,105032.4921875,105144.625,27181056,0.0,0.0,0.0006084609981258371,-0.0003338099412793116,0.001092176800494914,False
2025-06-15 16:15:00+05:30,105146.09375,105199.359375,105112.875,105144.46875,978571264,0.0,0.0,-1.486048383347871e-06,-0.00042706201037402415,0.0009671515191359787,False
