timestamp,symbol,strategy,signal,signal_name,current_price,current_balance,active_trades_count,position_type,take_profit,stop_loss,trade_status
2025-09-10 22:42:39.465001,BTCUSDT,Moving Average Crossover,0,HOLD,113759.89,10000,0,NONE,,,NONE
2025-09-10 22:45:04.284957,BTCUSDT,Moving Average Crossover,0,HOLD,113986.0,10000,0,NONE,,,NONE
2025-09-10 23:00:04.950396,BTCUSDT,Moving Average Crossover,0,HOLD,113482.01,10000,0,NONE,,,NONE
2025-09-10 23:15:04.737433,BTCUSDT,Moving Average Crossover,0,HOLD,113634.73,10000,0,NONE,,,NONE
2025-09-10 23:30:04.312875,BTCUSDT,Moving Average Crossover,0,HOLD,113738.01,10000,0,NONE,,,NONE
2025-09-11 00:00:04.594055,BTCUSDT,Moving Average Crossover,0,HOLD,113390.27,10000,0,NONE,,,NONE
2025-09-11 00:15:04.231867,BTCUSDT,Moving Average Crossover,0,HOLD,113484.4,10000,0,NONE,,,NONE
2025-09-11 00:30:04.760482,BTCUSDT,Moving Average Crossover,0,HOLD,113584.85,10000,0,NONE,,,NONE
2025-09-11 00:45:04.349888,BTCUSDT,Moving Average Crossover,0,HOLD,113356.68,10000,0,NONE,,,NONE
2025-09-11 01:00:04.854618,BTCUSDT,Moving Average Crossover,0,HOLD,113231.6,10000,0,NONE,,,NONE
2025-09-11 01:15:04.507623,BTCUSDT,Moving Average Crossover,0,HOLD,113482.02,10000,0,NONE,,,NONE
2025-09-11 01:30:05.015670,BTCUSDT,Moving Average Crossover,0,HOLD,113574.52,10000,0,NONE,,,NONE
2025-09-11 01:45:04.747553,BTCUSDT,Moving Average Crossover,0,HOLD,113675.31,10000,0,NONE,,,NONE
2025-09-11 02:00:04.360750,BTCUSDT,Moving Average Crossover,0,HOLD,113744.1,10000,0,NONE,,,NONE
2025-09-11 02:15:04.291217,BTCUSDT,Moving Average Crossover,0,HOLD,113744.22,10000,0,NONE,,,NONE
2025-09-11 02:30:04.920665,BTCUSDT,Moving Average Crossover,0,HOLD,113566.39,10000,0,NONE,,,NONE
