Date,Open,High,Low,Close,Volume,Returns,Avg_Daily_Return,Volatility,Key_Point
2025-10-20 00:00:00+05:30,1440.0,1473.8,1433.3,1466.8,24721978,,,,False
2025-10-21 00:00:00+05:30,1468.0,1474.0,1460.0,1465.2,2066169,-0.0010908099263702287,,,False
2025-10-23 00:00:00+05:30,1475.0,1482.9,1444.6,1448.4,18707090,-0.01146601146601145,,,False
2025-10-24 00:00:00+05:30,1450.0,1459.8,1441.0,1451.6,9700837,0.002209334438000532,,,False
2025-10-27 00:00:00+05:30,1463.0,1485.0,1458.0,1484.1,14113867,0.022389087903003535,,,False
2025-10-28 00:00:00+05:30,1484.1,1492.0,1477.6,1486.9,17631577,0.001886665319048797,,,False
2025-10-29 00:00:00+05:30,1490.0,1508.3,1488.1,1504.2,11884745,0.011634945187974921,,,False
2025-10-30 00:00:00+05:30,1500.0,1503.1,1484.0,1488.5,9318663,-0.01043744182954398,,,False
2025-10-31 00:00:00+05:30,1490.4,1497.5,1482.3,1486.4,8758053,-0.0014108162579777872,,,False
2025-11-03 00:00:00+05:30,1486.0,1495.0,1479.3,1484.7,8452085,-0.0011437029063509074,,,False
2025-11-04 00:00:00+05:30,1483.9,1492.8,1470.1,1473.1,10007806,-0.007813026200579332,,,False
2025-11-06 00:00:00+05:30,1484.0,1501.6,1476.2,1496.1,16772678,0.015613332428212612,,,False
2025-11-07 00:00:00+05:30,1494.6,1498.4,1475.9,1478.0,7821765,-0.012098121783303162,,,False
2025-11-10 00:00:00+05:30,1477.9,1501.0,1475.5,1489.3,7068438,0.007645466847090665,,,False
2025-11-11 00:00:00+05:30,1497.0,1498.8,1480.2,1493.4,7127506,0.0027529711945211144,,,False
2025-11-12 00:00:00+05:30,1505.0,1524.7,1500.0,1511.5,12384459,0.012119994643096321,,,False
2025-11-13 00:00:00+05:30,1515.0,1522.1,1506.8,1510.9,7196443,-0.00039695666556394116,,,False
2025-11-14 00:00:00+05:30,1505.5,1520.9,1505.5,1518.9,7682823,0.0052948573697795265,,,False
2025-11-17 00:00:00+05:30,1520.9,1523.7,1511.5,1518.3,5871416,-0.00039502271380609244,,,False
2025-11-18 00:00:00+05:30,1521.7,1527.8,1510.5,1519.4,11045042,0.0007244945004281078,,,False
