Date,Open,High,Low,Close,Volume,Returns,Avg_Daily_Return,Volatility,Key_Point
2025-10-20 00:00:00+05:30,1453.7,1467.0,1450.0,1460.9,6994246,,,,False
2025-10-21 00:00:00+05:30,1478.0,1486.0,1470.0,1472.4,1698704,0.007871859812444315,,,False
2025-10-23 00:00:00+05:30,1510.0,1546.0,1506.0,1528.5,20358624,0.03810105949470244,,,False
2025-10-24 00:00:00+05:30,1539.5,1543.0,1518.0,1525.4,8652257,-0.0020281321557081844,,,False
2025-10-27 00:00:00+05:30,1510.0,1515.3,1498.1,1504.5,7273211,-0.013701324242821666,,,False
2025-10-28 00:00:00+05:30,1499.7,1506.5,1490.5,1500.2,8211019,-0.0028580923894981902,,,False
2025-10-29 00:00:00+05:30,1500.2,1520.2,1496.9,1510.4,4884976,0.006799093454206151,,,False
2025-10-30 00:00:00+05:30,1507.0,1508.2,1489.1,1493.8,5608867,-0.010990466101694962,,,False
2025-10-31 00:00:00+05:30,1490.0,1497.1,1480.7,1482.3,4819814,-0.007698487079930372,,,False
2025-11-03 00:00:00+05:30,1482.3,1491.4,1474.2,1485.5,5470600,0.002158807258989537,,,False
2025-11-04 00:00:00+05:30,1479.7,1481.9,1462.9,1467.9,8691330,-0.01184786267250082,,,False
2025-11-06 00:00:00+05:30,1478.6,1483.0,1461.9,1466.7,7944752,-0.0008174943797262246,,,False
2025-11-07 00:00:00+05:30,1470.0,1480.9,1449.1,1476.8,8765759,0.006886207131655997,,,False
2025-11-10 00:00:00+05:30,1490.1,1520.0,1490.0,1513.5,9787975,0.024851029252437762,,,False
2025-11-11 00:00:00+05:30,1525.0,1533.4,1511.1,1530.3,13692989,0.011100099108027672,,,False
2025-11-12 00:00:00+05:30,1540.0,1559.2,1538.1,1551.7,14635417,0.013984186107299346,,,False
2025-11-13 00:00:00+05:30,1557.1,1557.5,1530.3,1541.8,19655689,-0.006380099245988369,,,False
2025-11-14 00:00:00+05:30,1520.0,1530.0,1488.8,1502.8,9739549,-0.025295109612141653,,,False
2025-11-17 00:00:00+05:30,1496.0,1510.2,1492.5,1507.6,7910354,0.0031940377961139355,,,False
2025-11-18 00:00:00+05:30,1506.0,1506.0,1483.2,1486.4,7525119,-0.01406208543380194,,,False
