Date,Open,High,Low,Close,Volume,Returns,Avg_Daily_Return,Volatility,Key_Point
2025-10-20 00:00:00+05:30,997.0,1020.0,997.0,1002.95,22195202,,,,False
2025-10-21 00:00:00+05:30,1006.0,1010.0,1004.0,1007.7,3471600,0.004736028715289997,,,False
2025-10-23 00:00:00+05:30,1016.0,1020.5,1006.0,1008.8,43526526,0.0010915947206509014,,,False
2025-10-24 00:00:00+05:30,1011.0,1011.95,991.3,994.75,17707768,-0.013927438540840553,,,False
2025-10-27 00:00:00+05:30,996.5,1009.05,996.2,1002.95,15700796,0.008243277205328026,,,False
2025-10-28 00:00:00+05:30,997.65,1008.0,995.0,1003.55,33904289,0.0005982352061417728,,,False
2025-10-29 00:00:00+05:30,1004.9,1012.5,1000.0,1007.85,17769445,0.004284788999053379,,,False
2025-10-30 00:00:00+05:30,1000.0,1009.5,997.1,998.15,19962917,-0.009624448082552028,,,False
2025-10-31 00:00:00+05:30,994.0,1004.45,981.15,987.3,23221330,-0.010870109702950437,,,False
2025-11-03 00:00:00+05:30,985.0,994.55,983.3,992.65,16607180,0.005418819001316688,,,False
2025-11-04 00:00:00+05:30,987.0,997.0,983.7,985.25,20024544,-0.007454792726540038,,,False
2025-11-06 00:00:00+05:30,981.0,991.05,974.0,984.65,22279516,-0.0006089824917533404,,,False
2025-11-07 00:00:00+05:30,980.0,984.9,974.75,982.3,15004568,-0.0023866348448687846,,,False
2025-11-10 00:00:00+05:30,982.3,990.95,980.2,984.5,15988262,0.002239641657334923,,,False
2025-11-11 00:00:00+05:30,983.5,993.5,978.0,991.7,10200530,0.007313357034027579,,,False
2025-11-12 00:00:00+05:30,998.8,999.0,987.7,989.5,13137263,-0.002218412826459626,,,False
2025-11-13 00:00:00+05:30,984.0,990.1,982.6,986.65,14124839,-0.0028802425467407966,,,False
2025-11-14 00:00:00+05:30,976.05,991.65,976.05,989.6,21386965,0.00298991537019222,,,False
2025-11-17 00:00:00+05:30,991.25,997.95,985.6,996.55,18396408,0.007023039611964377,,,False
2025-11-18 00:00:00+05:30,997.65,999.0,990.0,992.45,20002640,-0.004114193969193658,,,False
