id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,gtt_id,margin_used,effective_leverage,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,SELL,4454.24,2026-01-07 05:45:00+00:00,22.450519056000577,10.0,100000.0,8.194617092430681,4380.488446168124,4462.43461709243,sl_hit,-0.025862997952513643,,,,10000.0,10.0,4465.76,2026-01-07 08:00:00+00:00,
2,Moving Average Crossover,BUY,4461.64,2026-01-07 23:30:00+00:00,21.833608315495788,10.0,97413.70020474863,5.132404823383264,4507.83164341045,4456.507595176617,sl_hit,-0.02299602836625146,,,,9741.370020474864,10.0,4451.38,2026-01-08 00:30:00+00:00,
3,Moving Average Crossover,SELL,4441.26,2026-01-08 02:45:00+00:00,21.42940786884324,10.0,95173.57199157872,7.596205877042563,4372.894147106617,4448.856205877043,sl_hit,-0.028910714526958897,,,,9517.357199157872,10.0,4454.1,2026-01-08 15:30:00+00:00,
4,Moving Average Crossover,BUY,4461.37,2026-01-08 17:30:00+00:00,20.716066145874297,10.0,92422.03602121922,8.575879006601019,4538.552911059409,4452.794120993399,sl_hit,-0.020912858606212725,,,,9242.203602121921,10.0,4452.04,2026-01-08 18:15:00+00:00,
5,Moving Average Crossover,SELL,4583.14,2026-01-13 01:30:00+00:00,18.641337429595538,9.441550338367785,85435.8592270765,9.708447947103387,4495.76396847607,4592.8484479471035,sl_hit,-0.022681277295789084,,,,9048.922704980916,9.441550338367785,4594.15,2026-01-13 02:45:00+00:00,
6,Moving Average Crossover,BUY,4618.01,2026-01-13 14:15:00+00:00,18.25224112195279,9.5309890187976,84289.0320235892,9.690515833964511,4705.224642505681,4608.319484166036,sl_hit,-0.039874038350539626,,,,8843.681579881082,9.5309890187976,4598.69,2026-01-13 16:15:00+00:00,
7,Moving Average Crossover,SELL,4615.44,2026-01-14 01:00:00+00:00,18.397050511771237,10.0,84910.48281404944,7.19004768113065,4550.729570869824,4622.63004768113,sl_hit,-0.01878477458270517,,,,8491.048281404943,10.0,4624.11,2026-01-14 03:30:00+00:00,
8,Moving Average Crossover,SELL,4604.4,2026-01-14 17:30:00+00:00,16.60758944228334,9.178126865402863,76467.98482804942,10.033419819803058,4514.099221621772,4614.433419819803,sl_hit,-0.03823222858101589,,,,8331.545853467886,9.178126865402863,4623.58,2026-01-14 18:00:00+00:00,
9,Moving Average Crossover,BUY,4599.88,2026-01-15 14:00:00+00:00,17.320520427859762,9.942867007126283,79672.31550570356,9.252623004417458,4683.153607039757,4590.627376995582,sl_hit,-0.028273063743665283,,,,8013.012287964886,9.942867007126283,4586.8,2026-01-16 13:15:00+00:00,
10,Moving Average Crossover,BUY,4607.21,2026-01-16 14:00:00+00:00,16.900596848783714,10.0,77864.59880768482,8.7341798962351,4685.817619066116,4598.475820103765,sl_hit,-0.09116146214303232,,,,7786.4598807684815,10.0,4565.21,2026-01-16 15:15:00+00:00,
