id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,gtt_id,lot_size,margin_used,effective_leverage,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,BUY,156.423,2025-12-30 21:30:00+00:00,218.6555893529147,3.420276325335098,34202.763253350975,0.09146804826342482,156.88034024131713,156.33153195173657,tp_hit,0.010998376144451302,,,,,9999.999999999998,3.420276325335098,156.926,2025-12-31 14:00:00+00:00,
2,Moving Average Crossover,SELL,156.5,2026-01-05 22:30:00+00:00,185.418829594514,2.87023673986548,29018.04683154144,0.10905023813982309,155.9547488093009,156.60905023813982,sl_hit,-0.0020724393073789002,,,,,10109.983761444513,2.87023673986548,156.613,2026-01-05 23:30:00+00:00,
3,Moving Average Crossover,BUY,156.916,2026-01-08 02:00:00+00:00,224.96825100680348,3.498960064398992,35301.11807498358,0.08969293567913475,157.36446467839568,156.82630706432087,sl_hit,-0.0056414699348243365,,,,,10089.031433700335,3.498960064398992,156.663,2026-01-08 03:00:00+00:00,
4,Moving Average Crossover,SELL,158.252,2026-01-16 05:00:00+00:00,133.33984912324436,2.103374904119661,21101.297803451667,0.1504743635478852,157.49962818226058,158.4024743635479,tp_hit,0.010353923175120745,,,,,10032.114466195615,2.103374904119661,157.473,2026-01-19 00:30:00+00:00,
