id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,gtt_id,margin_used,effective_leverage,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,SELL,86676.04,2025-12-18 18:00:00+00:00,0.2709133662384966,2.348169776862258,23481.69776862258,738.2433830301732,81877.45801030388,87414.28338303017,sl_hit,-0.02096300536616885,,,,10000.0,2.348169776862258,87449.83,2025-12-19 06:45:00+00:00,
2,Moving Average Crossover,SELL,86911.65,2025-12-19 17:45:00+00:00,0.3279125916537124,2.910965014867433,28499.424396400373,597.1329064836459,83030.2861078563,87508.78290648364,sl_hit,-0.023398141097727088,,,,9790.369946338311,2.910965014867433,87610.24,2025-12-19 19:15:00+00:00,
3,Moving Average Crossover,BUY,88011.13,2025-12-19 22:00:00+00:00,0.567426944266689,5.223130804964055,49939.88655735833,337.00526862683347,90201.66424607442,87674.12473137317,sl_hit,-0.022483328022951898,,,,9561.29348893494,5.223130804964055,87632.28,2025-12-21 13:45:00+00:00,
4,Moving Average Crossover,SELL,87862.01,2025-12-21 14:15:00+00:00,0.6401436558075142,6.017800104631276,56244.30828799637,292.007073921853,85963.96401950796,88154.01707392184,sl_hit,-0.020947437737885762,,,,9346.323791099501,6.017800104631276,88167.85,2025-12-21 16:15:00+00:00,
5,Moving Average Crossover,BUY,88195.08,2025-12-21 20:45:00+00:00,1.0375343222555413,10.0,91505.42255407324,155.2545369679275,89204.23449029154,88039.82546303207,tp_hit,0.14210429878854847,,,,9150.542255407325,10.0,89448.37,2025-12-22 00:00:00+00:00,
6,Moving Average Crossover,SELL,89248.15,2025-12-22 17:00:00+00:00,0.47553983376397757,4.0610050271146205,42441.05041474253,439.5372544683185,86391.15784595592,89687.68725446831,sl_hit,-0.03231989974816595,,,,10450.873646146965,4.0610050271146205,89958.44,2025-12-29 03:30:00+00:00,
7,Moving Average Crossover,SELL,88037.19,2025-12-29 10:00:00+00:00,0.573154283645361,4.98945726892811,50458.892568600546,352.8928508848143,85743.38646924871,88390.08285088482,sl_hit,-0.044984192681141774,,,,10113.102457622746,4.98945726892811,88830.92,2025-12-30 14:45:00+00:00,
8,Moving Average Crossover,SELL,88026.08,2025-12-30 20:15:00+00:00,0.7993355116085237,7.285267495055019,70362.37169169284,241.65503891174615,86455.32224707365,88267.73503891175,sl_hit,-0.033172906454176955,,,,9658.172708064916,7.285267495055019,88426.9,2025-12-30 22:00:00+00:00,
9,Moving Average Crossover,BUY,88341.82,2025-12-31 00:00:00+00:00,1.057005962555672,10.0,93377.83048301993,145.94558216362256,89290.46628406356,88195.87441783638,sl_hit,-0.021017226043114436,,,,9337.783048301993,10.0,88156.15,2025-12-31 15:00:00+00:00,
10,Moving Average Crossover,SELL,88005.8,2025-12-31 15:30:00+00:00,0.6559495009633577,6.314847566834689,57727.360591881064,278.72660129502646,86194.07709158234,88284.52660129503,sl_hit,-0.02168576652503343,,,,9141.528751234267,6.314847566834689,88308.02,2026-01-01 17:30:00+00:00,
