id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,gtt_id,margin_used,effective_leverage,exit_price,exit_time,broker_exit_order_id
11,Moving Average Crossover,SELL,89838.65,2026-01-03 06:30:00+00:00,0.9954833129230148,10.0,89432.8769305312,138.00799434966586,88941.59803672717,89976.65799434966,sl_hit,-0.017984464370291296,,,,8943.28769305312,10.0,90000.22,2026-01-03 12:45:00+00:00,
12,Moving Average Crossover,BUY,90018.97,2026-01-03 14:00:00+00:00,0.9756218555026946,10.0,87824.47454184141,121.88717524027285,90811.23663906177,89897.08282475972,tp_hit,0.15033275763986176,,,,8782.447454184141,10.0,91372.25,2026-01-04 00:00:00+00:00,
13,Moving Average Crossover,SELL,91096.63,2026-01-04 12:45:00+00:00,1.1090132531575345,10.0,101027.36998798826,149.6234805264316,90124.07737657819,91246.25348052643,sl_hit,-0.027758436289025766,,,,10102.736998798826,10.0,91349.5,2026-01-04 14:00:00+00:00,
14,Moving Average Crossover,BUY,91255.13,2026-01-04 22:15:00+00:00,1.0763560160916856,10.0,98223.00817472886,149.50474054906837,92226.91081356895,91105.62525945094,tp_hit,0.1219120503143215,,,,9822.300817472886,10.0,92367.64,2026-01-05 00:45:00+00:00,
15,Moving Average Crossover,SELL,93787.31,2026-01-06 00:45:00+00:00,0.9455213389274778,8.0471736085935,88677.90292560642,233.0937905946143,92272.20036113501,94020.40379059462,sl_hit,-0.02436186732179453,,,,11019.757648935041,8.0471736085935,94071.24,2026-01-06 01:15:00+00:00,
16,Moving Average Crossover,BUY,93857.11,2026-01-06 12:00:00+00:00,1.1454961457020523,10.0,107512.95775173356,158.22713130508876,94885.58635348307,93698.88286869491,sl_hit,-0.01810837772439471,,,,10751.295775173356,10.0,93687.15,2026-01-06 13:15:00+00:00,
17,Moving Average Crossover,SELL,92650.78,2026-01-06 16:45:00+00:00,0.4792310537945961,4.206003868642599,44401.13093429129,440.56440694573655,89787.1113548527,93091.34440694573,sl_hit,-0.0380180507910686,,,,10556.607250249828,4.206003868642599,93488.25,2026-01-06 21:15:00+00:00,
18,Moving Average Crossover,BUY,93319.42,2026-01-06 22:45:00+00:00,0.5439271778752183,4.998290607332162,50758.968761552205,373.40533926981584,95746.5547052538,92946.01466073019,sl_hit,-0.03481578497356791,,,,10155.265619628468,4.998290607332162,92669.4,2026-01-07 00:45:00+00:00,
19,Moving Average Crossover,SELL,92965.03,2026-01-07 03:15:00+00:00,0.7748281736832782,7.34891999947738,72031.92441131116,253.00324403207878,91320.50891379149,93218.03324403208,tp_hit,0.13666227930111483,,,,9801.702075466017,7.34891999947738,91236.23,2026-01-07 15:15:00+00:00,
20,Moving Average Crossover,BUY,91389.9,2026-01-08 01:00:00+00:00,1.0574649905646891,8.67423641020174,96641.61974120788,210.71572338636435,92759.55220201136,91179.18427661363,sl_hit,-0.050221216670178044,,,,11141.22502212967,8.67423641020174,90860.78,2026-01-08 02:30:00+00:00,
21,Moving Average Crossover,SELL,90779.39,2026-01-08 03:45:00+00:00,0.8588255544798257,7.36778270427282,77963.65995209034,246.42254975124075,89177.64342661694,91025.81254975124,sl_hit,-0.02319998719991871,,,,10581.699146322087,7.36778270427282,91065.24,2026-01-08 04:15:00+00:00,
22,Moving Average Crossover,BUY,90622.76,2026-01-08 16:15:00+00:00,0.5158265002174176,4.5225134640218325,46745.62113084298,400.7628090924906,93227.71825910118,90221.99719090751,sl_hit,-0.03168357869522112,,,,10336.203861574024,4.5225134640218325,89987.88,2026-01-09 08:45:00+00:00,
23,Moving Average Crossover,BUY,91138.25,2026-01-09 15:45:00+00:00,0.3552752414818219,3.235096689061502,32379.163776980655,563.4344735856356,94800.57407830663,90574.81552641437,sl_hit,-0.021182232468042534,,,,10008.715933115995,3.235096689061502,90541.51,2026-01-09 18:15:00+00:00,
24,Moving Average Crossover,SELL,90436.9,2026-01-09 20:15:00+00:00,0.5818869131905157,5.371604755977922,52624.048579519345,336.7220937071183,88248.20639090372,90773.62209370712,sl_hit,-0.020277255718001166,,,,9796.708985514131,5.371604755977922,90778.29,2026-01-11 05:30:00+00:00,
25,Moving Average Crossover,SELL,90521.5,2026-01-11 20:00:00+00:00,1.0603070665223202,10.0,95980.58612220021,149.08800171677305,89552.42798884098,90670.58800171678,sl_hit,-0.025174129902841274,,,,9598.058612220022,10.0,90749.38,2026-01-11 21:45:00+00:00,
26,Moving Average Crossover,BUY,91228.81,2026-01-12 00:45:00+00:00,0.6117476726584291,5.964772608264753,55809.012196898024,305.89199619644813,93217.10797527691,90922.91800380356,sl_hit,-0.046188851541333995,,,,9356.43583790091,5.964772608264753,90522.37,2026-01-12 08:30:00+00:00,
27,Moving Average Crossover,SELL,90713.51,2026-01-12 08:45:00+00:00,0.5340331451525702,5.42834380722164,48444.02105312912,334.2216824192991,88541.06906427455,91047.7316824193,sl_hit,-0.03396129155307177,,,,8924.272812028088,5.42834380722164,91281.04,2026-01-12 15:15:00+00:00,
28,Moving Average Crossover,BUY,92170.38,2026-01-12 16:15:00+00:00,0.45455964206747945,4.859760712187183,41896.93494202357,379.32065160680656,94635.96423544425,91791.0593483932,sl_hit,-0.026020729317504626,,,,8621.192981159651,4.859760712187183,91676.87,2026-01-12 17:15:00+00:00,
29,Moving Average Crossover,SELL,91201.17,2026-01-12 22:45:00+00:00,0.6957919494661348,7.557231547297659,63457.03986789237,241.36132240810338,89632.32140434733,91442.5313224081,sl_hit,-0.023019429727045293,,,,8396.863252202926,7.557231547297659,91478.97,2026-01-13 04:45:00+00:00,
30,Moving Average Crossover,BUY,92045.43,2026-01-13 05:15:00+00:00,0.7050963012918857,7.911296478746902,64900.89224382117,232.693668470833,93557.9388450604,91812.73633152916,tp_hit,0.13099110173606116,,,,8203.57224864123,7.911296478746902,93569.47,2026-01-13 18:30:00+00:00,
31,Moving Average Crossover,SELL,94843.85,2026-01-14 06:30:00+00:00,0.7077268603425483,7.234568921110938,67123.5401832996,262.19627191121106,93139.57423257713,95106.04627191121,sl_hit,-0.02458463636043846,,,,9278.167215662123,7.234568921110938,95166.15,2026-01-14 07:45:00+00:00,
32,Moving Average Crossover,BUY,95591.85,2026-01-14 14:15:00+00:00,0.7130780314484038,7.531927593579453,68164.4482205111,253.83103810367672,97241.7517476739,95338.01896189633,tp_hit,0.13689342430143364,,,,9050.066848573728,7.531927593579453,97329.24,2026-01-14 16:00:00+00:00,
33,Moving Average Crossover,SELL,96553.34,2026-01-15 00:30:00+00:00,0.6666414356564574,6.25587502294452,64366.45719502605,308.68052717125477,94546.91657338684,96862.02052717125,sl_hit,-0.030705532632259634,,,,10288.961489631869,6.25587502294452,97027.25,2026-01-15 09:30:00+00:00,
34,Moving Average Crossover,SELL,95843.8,2026-01-15 15:15:00+00:00,0.4352839565301341,4.183207516066086,41719.26847288287,458.2311522051008,92865.29751066685,96302.0311522051,sl_hit,-0.039578278152251255,,,,9973.033446859916,4.183207516066086,96750.6,2026-01-15 15:45:00+00:00,
35,Moving Average Crossover,BUY,95548.41,2026-01-16 07:15:00+00:00,1.0024570743854753,10.0,95783.1795507839,154.14383663623903,96550.34493813556,95394.26616336376,sl_hit,-0.017458165970527156,,,,9578.31795507839,10.0,95381.6,2026-01-16 10:15:00+00:00,
36,Moving Average Crossover,SELL,95312.76,2026-01-16 11:15:00+00:00,0.9873912045459758,10.0,94110.9809050015,130.30924454333666,94465.74991046831,95443.06924454334,sl_hit,-0.022823806592108774,,,,9411.09809050015,10.0,95530.3,2026-01-16 12:15:00+00:00,
37,Moving Average Crossover,BUY,95496.32,2026-01-16 21:30:00+00:00,0.844256348921271,8.766935139430636,80623.37445861736,217.85565532586332,96912.38175961812,95278.46434467414,sl_hit,-0.023702850367947333,,,,9196.30100786321,8.766935139430636,95238.13,2026-01-17 02:00:00+00:00,
38,Moving Average Crossover,SELL,95296.08,2026-01-17 04:30:00+00:00,0.9421502396672796,10.0,89783.22461135226,88.97933769974179,94717.71430495167,95385.05933769974,open,0.0,,,,8978.322461135225,10.0,,,
