id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,gtt_id,margin_used,effective_leverage,exit_price,exit_time,broker_exit_order_id
18,Moving Average Crossover,BUY,2973.39,2025-12-31 05:45:00+00:00,24.711319154469265,10.0,73476.38926070736,5.270301735006188,3007.64696127754,2968.1196982649935,sl_hit,-0.026501737074516477,,,,7347.6389260707365,10.0,2965.51,2025-12-31 08:30:00+00:00,
19,Moving Average Crossover,SELL,2969.92,2025-12-31 19:45:00+00:00,17.100370293483103,7.100145989594248,50786.73174202134,8.365799814123884,2915.5423012081947,2978.285799814124,sl_hit,-0.022185565531540517,,,,7152.913731133526,7.100145989594248,2979.2,2025-12-31 21:15:00+00:00,
20,Moving Average Crossover,BUY,2980.22,2026-01-01 05:45:00+00:00,23.468812016596118,10.0,69942.22294810008,3.901060705576723,3005.5768945862483,2976.318939294423,sl_hit,-0.018153022260101116,,,,6994.222294810008,10.0,2974.81,2026-01-01 06:45:00+00:00,
21,Moving Average Crossover,SELL,3081.04,2026-01-03 07:15:00+00:00,14.587560585701398,6.544805891070784,44944.85766696944,9.415221937150276,3019.8410574085233,3090.4552219371503,sl_hit,-0.0372588136893326,,,,6867.256021800226,6.544805891070784,3098.58,2026-01-03 08:15:00+00:00,
22,Moving Average Crossover,BUY,3114.72,2026-01-03 18:45:00+00:00,21.226274622203682,10.0,66113.90209127025,5.212605101291892,3148.601933158397,3109.507394898708,sl_hit,-0.026101864694096595,,,,6611.390209127026,10.0,3106.59,2026-01-03 20:00:00+00:00,
23,Moving Average Crossover,SELL,3135.65,2026-01-04 14:45:00+00:00,19.941333509035378,9.711257128688468,62529.04241760678,6.457763312098562,3093.6745384713595,3142.1077633120985,sl_hit,-0.03750524574758617,,,,6438.820596448516,9.711257128688468,3147.76,2026-01-04 21:00:00+00:00,
24,Moving Average Crossover,BUY,3152.7,2026-01-05 00:00:00+00:00,11.526075137816177,5.863533319032287,36338.25708699306,10.753584326933845,3222.59829812507,3141.946415673066,tp_hit,0.13781451420696378,,,,6197.331047654095,5.863533319032287,3226.8,2026-01-05 18:45:00+00:00,
25,Moving Average Crossover,SELL,3227.15,2026-01-06 10:45:00+00:00,18.6183357014654,8.520868118755265,60084.16205898407,7.5746976834360975,3177.9144650576654,3234.7246976834363,sl_hit,-0.024159380037064113,,,,7051.413215366278,8.520868118755265,3236.3,2026-01-06 11:00:00+00:00,
26,Moving Average Crossover,BUY,3239.38,2026-01-06 11:15:00+00:00,16.391930963550738,7.7167948665984465,53099.693324707,8.395661815558704,3293.9518018011318,3230.984338184441,tp_hit,0.1551277348483012,,,,6881.055443697867,7.7167948665984465,3304.5,2026-01-06 14:15:00+00:00,
27,Moving Average Crossover,SELL,3253.14,2026-01-06 21:00:00+00:00,11.609431205289821,4.751476956776464,37767.10503117653,13.69317384717792,3164.134369993343,3266.833173847178,sl_hit,-0.04107155917807282,,,,7948.497988044291,4.751476956776464,3281.26,2026-01-06 21:15:00+00:00,
28,Moving Average Crossover,BUY,3278.21,2026-01-06 21:45:00+00:00,8.780139498990449,3.776303739134561,28783.14110698548,17.36200383474073,3391.0630249258147,3260.8479961652592,sl_hit,-0.025411813302170457,,,,7622.040782551536,3.776303739134561,3256.15,2026-01-07 00:45:00+00:00,
29,Moving Average Crossover,SELL,3249.51,2026-01-07 06:45:00+00:00,17.12665394973199,7.492003808975509,55653.2332761936,8.674608510228062,3193.125044683518,3258.1846085102284,sl_hit,-0.020035486304087132,,,,7428.350905203807,7.492003808975509,3258.2,2026-01-07 07:15:00+00:00,
30,Moving Average Crossover,SELL,3233.17,2026-01-07 09:00:00+00:00,15.287062746294618,6.78968815830726,49425.67265943737,9.523765818446847,3171.2655221800956,3242.693765818447,tp_hit,0.13849563556520864,,,,7279.520282380643,6.78968815830726,3167.22,2026-01-07 15:00:00+00:00,
31,Moving Average Crossover,BUY,3117.43,2026-01-08 21:45:00+00:00,14.846254527803602,5.584438105872378,46282.15925261078,11.16470427605539,3190.0005777943597,3106.2652957239443,sl_hit,-0.021997895683338965,,,,8287.702070498777,5.584438105872378,3105.15,2026-01-08 23:45:00+00:00,
32,Moving Average Crossover,SELL,3091.27,2026-01-09 09:00:00+00:00,13.025487937163051,4.967718983679035,40265.30009551402,12.445430227257505,3010.374703522826,3103.7154302272575,sl_hit,-0.0602952237325233,,,,8105.390064897353,4.967718983679035,3128.79,2026-01-09 15:15:00+00:00,
33,Moving Average Crossover,BUY,3085.41,2026-01-09 20:00:00+00:00,9.663517356232555,3.9145582488358377,29815.91308609349,15.763771050884626,3187.8745118307497,3069.646228949115,tp_hit,0.13194812290066055,,,,7616.673757494996,3.9145582488358377,3189.41,2026-01-13 18:00:00+00:00,
34,Moving Average Crossover,SELL,3300.54,2026-01-14 13:30:00+00:00,16.982250168828635,6.501122613711723,56050.59597222567,10.153754039459976,3234.54059874351,3310.69375403946,sl_hit,-0.027457824851430907,,,,8621.67956254318,6.501122613711723,3314.48,2026-01-14 14:15:00+00:00,
35,Moving Average Crossover,BUY,3368.85,2026-01-14 17:15:00+00:00,8.386564023661958,3.3694996792850165,28253.076211113585,19.99614376407862,3498.824934466511,3348.8538562359213,sl_hit,-0.028195436412735742,,,,8384.946995189708,3.3694996792850165,3340.66,2026-01-14 17:45:00+00:00,
36,Moving Average Crossover,SELL,3289.7,2026-01-15 03:15:00+00:00,11.18294199763689,4.514743811963743,36788.524289626075,14.573141409630084,3194.974580837404,3304.2731414096297,sl_hit,-0.023509001276389763,,,,8148.529755362677,4.514743811963743,3306.83,2026-01-15 05:00:00+00:00,
37,Moving Average Crossover,BUY,3359.6,2026-01-15 11:15:00+00:00,14.865667712484013,6.276600591803295,49942.69724686129,10.70515783460031,3429.183525924902,3348.8948421653995,sl_hit,-0.021036588481873925,,,,7956.965958943156,6.276600591803295,3348.34,2026-01-15 11:45:00+00:00,
38,Moving Average Crossover,SELL,3286.8,2026-01-15 18:45:00+00:00,7.45713551099032,3.14652620422104,24510.112997522985,20.891610536030395,3151.0045315158027,3307.6916105360306,sl_hit,-0.020496265678584643,,,,7789.578540500589,3.14652620422104,3308.21,2026-01-15 22:30:00+00:00,
39,Moving Average Crossover,BUY,3310.47,2026-01-16 09:15:00+00:00,21.545073512723643,9.347975817193255,71324.31951166624,7.082752597436594,3356.507891883338,3303.3872474025634,sl_hit,-0.021573533438863753,,,,7629.921269210287,9.347975817193255,3302.83,2026-01-16 10:15:00+00:00,
40,Moving Average Crossover,SELL,3301.7,2026-01-16 14:00:00+00:00,17.573737509099757,7.772370530571029,58023.20913379466,8.495992276779493,3246.476050200933,3310.195992276779,sl_hit,-0.025894562145646585,,,,7465.316907573081,7.772370530571029,3312.7,2026-01-16 14:15:00+00:00,
41,Moving Average Crossover,BUY,3290.84,2026-01-17 02:45:00+00:00,22.097719108109125,10.0,72720.05794972983,5.082991817800486,3323.8794468157034,3285.7570081821996,tp_hit,0.10921223760498856,,,,7272.0057949729835,10.0,3326.78,2026-01-17 15:30:00+00:00,
42,Moving Average Crossover,SELL,3298.76,2026-01-18 01:30:00+00:00,24.452211799944305,10.0,80661.97819718427,5.6813242326883024,3261.831392487526,3304.4413242326887,sl_hit,-0.033921837296437454,,,,8066.197819718427,10.0,3309.95,2026-01-18 03:15:00+00:00,
43,Moving Average Crossover,BUY,3314.59,2026-01-18 09:00:00+00:00,23.509929040023227,10.0,77925.7756967706,4.697837620279706,3345.1259445318183,3309.8921623797205,open,0.0,,,,7792.57756967706,10.0,,,
