id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,gtt_id,margin_used,effective_leverage,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,SELL,89098.33,2026-01-02 15:15:00+00:00,0.40883906611164544,3.6426878029307206,36426.878029307205,489.190042189814,84940.21464138658,89587.52004218982,sl_hit,-0.025255624469981,,,,10000.0,3.6426878029307206,89716.07,2026-01-02 15:30:00+00:00,
2,Moving Average Crossover,SELL,89908.05,2026-01-03 05:30:00+00:00,1.084156953164949,10.0,97474.4375530019,138.21780308644088,88733.19867376526,90046.26780308645,sl_hit,-0.026643887838742237,,,,9747.44375530019,10.0,90147.6,2026-01-03 14:15:00+00:00,
3,Moving Average Crossover,SELL,91214.71,2026-01-04 12:00:00+00:00,1.0401539353871236,10.0,94877.33957169522,144.71844641634462,89984.60320546108,91359.42844641635,sl_hit,-0.03086782822638998,,,,9487.733957169523,10.0,91496.27,2026-01-04 23:45:00+00:00,
4,Moving Average Crossover,SELL,92606.95,2026-01-05 09:15:00+00:00,0.9928918094291981,10.0,91948.68215121927,178.84411083439952,91086.7750579076,92785.7941108344,sl_hit,-0.02851081911238831,,,,9194.868215121927,10.0,92870.98,2026-01-05 10:00:00+00:00,
5,Moving Average Crossover,SELL,93679.7,2026-01-06 00:00:00+00:00,0.753177930163118,7.898772390917154,70557.48254430183,237.20065692163215,91663.49441616613,93916.90065692163,sl_hit,-0.03301339929504222,,,,8932.714990678338,7.898772390917154,94071.24,2026-01-06 01:15:00+00:00,
6,Moving Average Crossover,BUY,93794.55,2026-01-06 11:15:00+00:00,0.9209293827735475,10.0,86378.15703902264,171.29879296981042,95250.58974024339,93623.25120703019,sl_hit,-0.03811948562043404,,,,8637.815703902264,10.0,93437.01,2026-01-06 15:30:00+00:00,
7,Moving Average Crossover,SELL,92805.46,2026-01-06 16:15:00+00:00,0.39355503472077535,4.395962102220354,36524.05603257753,422.2304826200615,89216.50089772948,93227.69048262006,sl_hit,-0.032342051467392184,,,,8308.546612385402,4.395962102220354,93488.25,2026-01-06 21:15:00+00:00,
8,Moving Average Crossover,BUY,93253.3,2026-01-06 21:45:00+00:00,0.38277759159625707,4.4398038748106154,35695.27358240324,420.0784657587057,96823.96695894901,92833.2215342413,sl_hit,-0.027799568299480628,,,,8039.831170228406,4.4398038748106154,92669.4,2026-01-07 00:45:00+00:00,
9,Moving Average Crossover,SELL,92400.58,2026-01-07 01:30:00+00:00,0.5071110237535977,5.994804300535539,46857.352719226204,308.2688787413644,89780.2945306984,92708.84887874137,sl_hit,-0.031820922176935176,,,,7816.3273344953495,5.994804300535539,92891.05,2026-01-07 02:30:00+00:00,
10,Moving Average Crossover,BUY,92930.8,2026-01-07 03:00:00+00:00,0.5730815159710705,7.0374876364483265,53256.92374440436,264.1022046523985,95175.66873954539,92666.6977953476,sl_hit,-0.022256535146068093,,,,7567.604590674921,7.0374876364483265,92636.9,2026-01-07 04:45:00+00:00,
