,Open,High,Low,Close,Volume,Returns,Avg_Daily_Return,Volatility,Key_Point,fetch_timestamp
2025-09-23 16:30:00+05:30,4193.05,4193.06,4178.27,4184.15,2550.4728,-0.002124939781448565,-0.00012901233434193805,0.00157726843610538,True,2025-09-23 16:30:00+05:30
2025-09-23 16:45:00+05:30,4184.14,4191.05,4181.58,4189.24,2022.1413,0.0012164955845272996,-0.00015352602464878683,0.0015508235039687404,True,2025-09-23 16:45:00+05:30
2025-09-23 17:00:00+05:30,4189.23,4195.5,4188.14,4194.5,1294.1203,0.0012555976740411534,-0.00010906978892327723,0.001579002363011794,True,2025-09-23 17:00:00+05:30
2025-09-23 17:15:00+05:30,4194.5,4195.43,4189.81,4192.08,1037.9186,-0.0005769460007152283,-0.00015932649387273567,0.001576996949065857,True,2025-09-23 17:15:00+05:30
2025-09-23 17:30:00+05:30,4192.09,4195.71,4186.06,4195.7,2073.535,0.0008635331386805944,-0.00011674428809383963,0.0015932774952341318,True,2025-09-23 17:30:00+05:30
2025-09-23 17:45:00+05:30,4195.71,4201.42,4184.58,4186.75,4179.9641,-0.002133136306218253,-0.00017988779617940652,0.001648770353451132,True,2025-09-23 17:45:00+05:30
2025-09-23 18:00:00+05:30,4186.75,4199.21,4184.24,4198.72,2594.9255,0.002859019525885298,-0.00010559541886894785,0.0017526371976952675,True,2025-09-23 18:00:00+05:30
2025-09-23 18:15:00+05:30,4198.73,4205.0,4190.22,4195.79,2963.7842,-0.0006978317201433715,-0.00011101736336003864,0.0017543795085402847,True,2025-09-23 18:15:00+05:30
2025-09-23 18:30:00+05:30,4195.79,4198.17,4190.0,4194.56,1858.9092,-0.0002931509918274733,-0.00014410430104816463,0.0017510952724874916,True,2025-09-23 18:30:00+05:30
2025-09-23 18:45:00+05:30,4194.56,4198.87,4187.46,4196.21,2612.8827,0.00039336664632272367,-0.00016829363693033895,0.0017395486972917875,True,2025-09-23 18:45:00+05:30
2025-09-23 19:00:00+05:30,4196.21,4209.24,4181.0,4188.84,6099.3234,-0.00175634679865877,-0.00028116750248506904,0.0017668517600367948,True,2025-09-23 19:00:00+05:30
2025-09-23 19:15:00+05:30,4188.85,4195.0,4181.78,4187.62,3856.2518,-0.000291250083555461,-0.0002515766473280834,0.0017611874545521784,False,2025-09-23 19:15:00+05:30
2025-09-23 19:30:00+05:30,4187.63,4211.5,4180.0,4198.29,8074.2478,0.002547986684560799,-0.00028681003874850286,0.0016931275131264031,True,2025-09-23 19:30:00+05:30
2025-09-23 19:45:00+05:30,4198.29,4198.93,4181.74,4185.18,3483.5732,-0.0031226999564107905,-0.00023288289417200403,0.0015749395879371415,True,2025-09-23 19:45:00+05:30
2025-09-23 20:00:00+05:30,4185.19,4194.03,4164.75,4191.41,8052.2873,0.0014885859150621794,-4.168284485512874e-05,0.001537939899168201,True,2025-09-23 20:00:00+05:30
2025-09-23 20:15:00+05:30,4191.41,4191.82,4172.17,4174.55,4684.8461,-0.004022512710519788,-0.00021360705010698423,0.0017755893370620989,True,2025-09-23 20:15:00+05:30
2025-09-23 20:30:00+05:30,4174.55,4187.42,4161.87,4182.35,6159.6021,0.001868464864476449,-0.0001405771235997222,0.0018316480825877864,True,2025-09-23 20:30:00+05:30
2025-09-23 20:45:00+05:30,4182.36,4203.6,4174.7,4192.99,6744.5555,0.00254402429256273,1.988383172164543e-05,0.0019216312416602886,True,2025-09-23 20:45:00+05:30
2025-09-23 21:00:00+05:30,4192.99,4194.44,4179.97,4180.96,2633.316,-0.0028690743359749415,-0.00011641249160893597,0.002027555335783853,True,2025-09-23 21:00:00+05:30
2025-09-23 21:15:00+05:30,4180.97,4189.51,4178.01,4181.01,1851.3219,1.1958975929093896e-05,-0.00014194276917121608,0.0020222939535319002,False,2025-09-23 21:15:00+05:30
2025-09-23 21:30:00+05:30,4181.01,4183.64,4165.13,4174.73,3851.0357,-0.0015020294139456158,-0.00011079725079606861,0.001994755512253354,True,2025-09-23 21:30:00+05:30
2025-09-23 21:45:00+05:30,4174.74,4193.87,4171.76,4188.86,3574.9409,0.0033846500252712186,-2.389528758872661e-06,0.0021253277422151455,True,2025-09-23 21:45:00+05:30
2025-09-23 22:00:00+05:30,4188.86,4189.91,4164.0,4172.49,4845.4758,-0.003907984511299034,-0.00026056863802588205,0.002272968769794408,True,2025-09-23 22:00:00+05:30
2025-09-23 22:15:00+05:30,4172.5,4207.0,4172.49,4192.52,6052.9118,0.004800490834010462,8.303203710402496e-06,0.002536364374236713,True,2025-09-23 22:15:00+05:30
2025-09-23 22:30:00+05:30,4192.51,4193.93,4174.25,4176.7,2490.8601,-0.0037733868890310607,-0.00022354279767518027,0.0026628482069091563,True,2025-09-23 22:30:00+05:30
2025-09-23 22:45:00+05:30,4176.69,4186.34,4169.43,4169.44,2539.6531,-0.0017382143797735061,-0.0002037967013529429,0.0026493726700871933,True,2025-09-23 22:45:00+05:30
2025-09-23 23:00:00+05:30,4169.43,4172.0,4139.78,4144.64,5263.7636,-0.005948040983920877,-0.0006441497268432517,0.002838658122107263,True,2025-09-23 23:00:00+05:30
2025-09-23 23:15:00+05:30,4144.64,4159.0,4137.7,4149.0,3445.8946,0.0010519610870907137,-0.0005566600864815475,0.0028637704272811556,False,2025-09-23 23:15:00+05:30
2025-09-23 23:30:00+05:30,4149.01,4158.0,4146.51,4154.34,4621.1457,0.0012870571221981209,-0.0004776496807802677,0.0028930719728495692,True,2025-09-23 23:30:00+05:30
2025-09-23 23:45:00+05:30,4154.33,4164.46,4150.0,4159.47,2083.3722,0.0012348531896764214,-0.0004355753536125828,0.0029124599389228232,True,2025-09-23 23:45:00+05:30
2025-09-24 00:00:00+05:30,4159.46,4167.85,4150.37,4151.33,3660.67,-0.001956980096021965,-0.0004456070184807426,0.0029175896460764015,True,2025-09-24 00:00:00+05:30
2025-09-24 00:15:00+05:30,4151.34,4158.24,4146.62,4157.16,2445.383,0.0014043692021592502,-0.000360826054195007,0.0029468010061797856,True,2025-09-24 00:15:00+05:30
2025-09-24 00:30:00+05:30,4157.16,4176.57,4157.16,4169.87,3566.0446,0.0030573757084162434,-0.0003353566030022348,0.002975328598502862,True,2025-09-24 00:30:00+05:30
2025-09-24 00:45:00+05:30,4169.86,4182.87,4164.35,4170.18,2989.0154,7.434284522078727e-05,-0.0001755044629206559,0.0029026896932130603,False,2025-09-24 00:45:00+05:30
2025-09-24 01:00:00+05:30,4170.19,4172.3,4156.64,4157.47,1568.8093,-0.003047830069685231,-0.00040232526215802644,0.002942775683570549,True,2025-09-24 01:00:00+05:30
2025-09-24 01:15:00+05:30,4157.47,4158.88,4142.66,4153.43,3636.6129,-0.0009717448352002389,-0.000249786868392049,0.002821830014742221,True,2025-09-24 01:15:00+05:30
2025-09-24 01:30:00+05:30,4153.43,4163.93,4150.53,4159.99,1800.094,0.0015794174934931071,-0.0002642392369412161,0.0028111300292391053,True,2025-09-24 01:30:00+05:30
2025-09-24 01:45:00+05:30,4160.0,4162.2,4149.47,4151.56,1739.7672,-0.0020264471789593896,-0.0004927628105173221,0.002756057071927187,True,2025-09-24 01:45:00+05:30
2025-09-24 02:00:00+05:30,4151.56,4167.5,4139.53,4164.99,2678.6041,0.0032349285569759356,-0.0001875626658697782,0.002816371732623383,True,2025-09-24 02:00:00+05:30
2025-09-24 02:15:00+05:30,4165.0,4175.99,4157.58,4175.6,1877.3136,0.0025474250838539714,-6.078936047353434e-05,0.002882122433175463,True,2025-09-24 02:15:00+05:30
2025-09-24 02:30:00+05:30,4175.59,4175.59,4164.36,4169.71,2244.6466,-0.001410575725644292,-5.621667605846814e-05,0.0028797870610923672,True,2025-09-24 02:30:00+05:30
2025-09-24 02:45:00+05:30,4169.72,4175.21,4165.72,4175.21,798.3617,0.0013190365756852174,-0.0001594973485377682,0.002785382112418348,True,2025-09-24 02:45:00+05:30
2025-09-24 03:00:00+05:30,4175.21,4190.86,4174.72,4188.21,3466.8015,0.0031136158420774773,0.00019158266913105738,0.0027300056593780597,True,2025-09-24 03:00:00+05:30
2025-09-24 03:15:00+05:30,4188.22,4188.42,4181.87,4183.66,894.5923,-0.0010863829655151092,-0.00010276102084522121,0.002515887252085874,True,2025-09-24 03:15:00+05:30
2025-09-24 03:30:00+05:30,4183.66,4183.87,4174.48,4177.72,1961.8314,-0.0014198094491425506,1.4917851149204297e-05,0.0023868966925692644,True,2025-09-24 03:30:00+05:30
2025-09-24 03:45:00+05:30,4177.75,4179.86,4169.27,4170.86,1276.6349,-0.0016420439857148805,1.9726370852135578e-05,0.0023832731591508995,True,2025-09-24 03:45:00+05:30
2025-09-24 04:00:00+05:30,4170.87,4189.51,4170.87,4184.31,1808.849,0.003224754606963698,0.00047836615039636434,0.002030954894902283,True,2025-09-24 04:00:00+05:30
2025-09-24 04:15:00+05:30,4184.31,4185.54,4179.65,4181.93,1043.5771,-0.0005687915092332796,0.00039732852058016466,0.002039181517709836,False,2025-09-24 04:15:00+05:30
2025-09-24 04:30:00+05:30,4181.93,4185.58,4175.13,4181.23,1245.5458,-0.00016738682856975995,0.0003246063230417706,0.002031702424102178,False,2025-09-24 04:30:00+05:30
2025-09-24 04:45:00+05:30,4181.23,4183.44,4161.0,4162.94,3517.4926,-0.004374310908512591,4.4148118132320005e-05,0.0022723349660265456,True,2025-09-24 04:45:00+05:30
2025-09-24 05:00:00+05:30,4162.94,4177.53,4161.98,4172.49,1617.3049,0.0022940517999299193,0.0002566997129299142,0.0022741176032818624,True,2025-09-24 05:00:00+05:30
2025-09-24 05:15:00+05:30,4172.5,4172.5,4163.92,4164.26,1000.5147,-0.001972443313225325,8.785908716068546e-05,0.0023095043536828204,True,2025-09-24 05:15:00+05:30
2025-09-24 05:30:00+05:30,4164.25,4171.89,4158.25,4170.74,2532.4211,0.001556098802668382,1.2795241873292396e-05,0.002230971043181972,True,2025-09-24 05:30:00+05:30
2025-09-24 05:45:00+05:30,4170.74,4194.37,4170.27,4185.39,2918.0199,0.003512566115365656,0.00018470640538053584,0.002364439882615042,True,2025-09-24 05:45:00+05:30
2025-09-24 06:00:00+05:30,4185.4,4185.94,4174.21,4178.99,1693.8776,-0.0015291287072413118,0.0002606414735027318,0.0022779672292213616,True,2025-09-24 06:00:00+05:30
2025-09-24 06:15:00+05:30,4179.0,4187.91,4173.88,4174.45,2180.6176,-0.0010863869020983907,0.0002549093701578242,0.002281373219211154,True,2025-09-24 06:15:00+05:30
2025-09-24 06:30:00+05:30,4174.45,4184.25,4169.14,4184.24,1567.8719,0.002345219130663878,0.00029319945201636277,0.0023110075503765893,True,2025-09-24 06:30:00+05:30
2025-09-24 06:45:00+05:30,4184.24,4190.31,4182.73,4190.0,1050.4157,0.0013765940768215579,0.00046335151480541014,0.002255849833924034,True,2025-09-24 06:45:00+05:30
2025-09-24 07:00:00+05:30,4190.01,4193.5,4184.5,4184.75,1920.9978,-0.0012529832935560536,0.00023895592227881067,0.0021878300860836853,True,2025-09-24 07:00:00+05:30
